Date,AEP,D,DUK,ED,EIX,EXC,KEP,NEE,NGG,PCG,PEG,PPL,SO,SRE,WEC,XEL
2010-12-08,28.312448,34.545435,41.409913,39.501618,33.102471,31.479878999999997,12.57,42.886819,33.290473,38.198910999999995,25.458794,20.106607999999998,29.880945,43.37059,24.933717,19.187839999999998
2010-12-09,28.5465,34.495882,41.60074,39.853435,32.679190000000006,31.479878999999997,12.6,43.055399,33.490048,38.231559999999995,25.589647,20.019189,30.159239000000003,43.831616,24.946467000000002,19.228908999999998
2010-12-10,28.764413,34.372003,41.815422999999996,39.992527,32.981534,31.821620000000003,12.49,43.830867,33.704972999999995,38.38664,25.450617,20.066872,30.071773999999998,43.780390000000004,25.022964,19.237123999999998
2010-12-13,28.950041,34.72712,41.839276,40.23798,33.137026,32.401784,12.96,43.906728,34.134826000000004,38.549884000000006,25.499685999999997,20.30529,30.135385999999997,43.840153,25.133459,19.327478
2010-12-14,29.119531,34.685828,42.12552,40.499796,33.240686,32.528944,13.0,43.350414,33.95828,38.909017999999996,25.728675,20.265554,30.103579999999997,44.181655,25.175957999999998,19.458901
2010-12-15,28.828981,34.45459,41.863131,40.098888,32.610081,32.44947,12.75,42.853102,33.52075,38.509074,25.507864,20.082767,29.976359000000002,44.027978999999995,24.818973,19.302835
2010-12-16,29.095315999999997,34.941844,42.12552,40.540704,33.214771999999996,32.544839,12.76,43.173404999999995,33.620537,39.080425,26.063983,20.408606,30.047921000000002,44.318255,24.984716,19.458901
2010-12-17,29.046893,35.156564,42.31635,40.368888,33.413455,32.648157,12.79,43.552708,33.39026,39.259991,25.875882999999998,20.686760999999997,30.135385999999997,44.796357,25.12921,19.491756
2010-12-20,29.022678999999997,35.453872,42.292495,40.467068,33.568946999999994,32.862735,12.82,43.434702,34.119474,39.52118,25.745032000000002,20.790075,30.437533000000002,44.745131,25.231205,19.516399
2010-12-21,28.893546,35.478646000000005,42.387910999999995,40.491616,33.55167,32.822998999999996,13.17,43.089113,33.927575,39.227345,25.548755,20.813917,30.485241,44.641915000000004,25.307702,19.552098
2010-12-22,29.022678999999997,35.445611,42.364056,40.548888,33.404815,33.268057,13.35,43.88987,34.211584,39.227345,25.843170999999998,20.925178,30.40573,44.822546,25.180207,19.493982
