Date,AMZN,BIDU,BT,CHL,CMCSA,CSCO,DCM,DIS,GOOGL,NTT,PCLN,T,TV,TWX,VOD,VZ
2011-01-07,185.490005,106.949997,24.549923,40.75135,20.830521,18.568657,17.110001,37.056442,308.52853799999997,22.370001000000002,440.589996,22.370831,24.782536,28.615509999999997,21.062058,28.76159
2011-01-10,184.679993,105.980003,25.036482,40.668855,20.848873,18.409271,17.1,37.103407000000004,307.412419,22.309998999999998,440.55999800000006,21.975368,25.006591,28.598329,21.192116,28.753583000000003
2011-01-11,184.33999599999999,106.279999,25.463289000000003,41.246303999999995,20.738757,18.488963000000002,17.23,37.009476,308.31332799999996,22.360001,431.209991,21.641937,24.792278,28.761603000000004,20.916697,28.305311
2011-01-12,184.080002,105.93,25.429145000000002,41.60927,20.674522,18.701482000000002,17.32,36.793428000000006,308.743748,22.43,434.23999000000003,21.742743,25.006591,28.950644,20.801942,28.393365000000003
2011-01-13,185.529999,106.25,25.13038,41.452535,20.683698,18.666061,17.5,36.877967,308.65366,22.450001,439.51000999999997,21.773759,25.230647,28.873306,20.932,28.657525
2011-01-14,188.75,107.730003,24.90844,41.3123,20.848873,18.781174,17.77,36.906149,312.402409,22.66,437.98999000000003,22.045156,25.328063,28.469426000000002,21.046754999999997,28.385359
2011-01-18,191.25,108.150002,25.207205,40.974077,20.903933,18.790029,17.719998999999998,37.000081,320.135136,22.700001,440.910004,21.967613,25.191681,28.203035999999997,21.99543,27.504821000000003
2011-01-19,186.869995,107.309998,24.515777,41.477282,21.197579,18.435835,17.9,36.718283,316.19119700000005,22.870001000000002,432.02999900000003,21.967613,24.587704000000002,27.842122999999997,21.704708,27.696937
2011-01-20,181.96000700000002,105.660004,24.174332,41.188559000000005,21.344402,18.391561,17.809998999999998,36.793428000000006,313.698704,22.6,424.22000099999997,21.890071,24.100626000000002,27.816336,21.436937,27.704944
2011-01-21,177.419998,105.099998,23.960929,41.07307,21.592166,18.356141,17.68,37.328846999999996,306.221226,22.57,425.60000599999995,21.967613,23.925276999999998,28.177258000000002,21.628199,27.977109999999996
2011-01-24,176.850006,106.360001,23.790207000000002,41.130815000000005,21.656401000000002,18.745755,17.959999,37.516709999999996,305.84586,23.08,423.799988,22.083926,24.295458,28.142886999999998,22.010734,28.209253000000004
2011-01-25,176.699997,105.889999,23.960929,40.734851,21.417813,19.073386,18.030001000000002,37.441565000000004,310.265263,23.35,428.85998499999994,22.301044,23.623289,27.945240000000002,22.064282000000002,28.649521999999997
2011-01-26,175.389999,107.949997,24.53285,40.668855,21.39946,18.967126999999998,17.940001000000002,37.047046,308.558567,23.27,422.700012,22.277781,23.301818,27.756189000000003,22.217299,29.137821000000002
2011-01-27,184.449997,109.050003,24.652355,40.784344,21.390283,18.984837,17.860001,37.065833000000005,308.703709,23.209999,437.14001500000006,21.812529,23.233627,27.764783,22.094889000000002,29.209865
2011-01-28,171.139999,106.540001,23.807278,40.594612,20.958991,18.533239000000002,17.719998999999998,36.492843,300.795811,22.950001,425.30999800000006,21.316260999999997,22.853704999999998,27.257778000000002,21.605248,28.521442999999998
