Date,ACH,CLM,DD,DOW,ECL,FCX,GOLD,MON,NUE,PKX,RIO,SWM,SYT,UFS,VALE,VMC
2014-12-08,11.06,16.517564,67.275739,46.670346,102.627943,24.388955,65.886245,117.70693899999999,52.256621,66.800003,42.636045,39.805149,61.855422,39.241346,7.615522,64.96650799999999
2014-12-09,10.79,16.453543,66.794404,46.477413,104.209113,24.388955,67.3039,117.981549,52.837033999999996,66.800003,42.674012,40.344094,61.652488,39.756175,7.539557,65.74311800000001
2014-12-10,10.76,16.357511,65.93356,44.702434999999994,102.983707,23.253456,66.094431,117.049853,51.521428,65.620003,41.535025,39.410562,60.966387,39.212745,7.159730000000001,62.885588
2014-12-11,10.79,16.377085,66.303811,44.384095,103.408648,22.302355,64.775911,117.75597900000001,51.240897,65.059998,40.718755,39.670413,61.043693000000005,38.469102,6.893852000000001,62.776066
2014-12-12,10.67,15.985601,64.193349,41.818094,101.445762,21.137742000000003,63.893595,115.66703100000001,50.186478,63.509997999999996,39.655699,39.47793,60.067691,36.87695,6.827382000000001,62.118933
2014-12-15,10.55,15.496246,64.11929,41.914563,101.148351,20.409859,60.671656000000006,115.51992,49.480308,63.810001,38.630613000000004,39.410562,59.400918000000004,36.867414000000004,6.514025,61.24275600000001
2014-12-16,10.66,15.430998,63.517627000000005,41.200711,100.672503,20.56514,61.246646999999996,114.352852,47.197345,63.759997999999996,39.921464,38.823493,60.570188,37.134365,6.684947,61.850106000000004
2014-12-17,10.68,15.985601,65.035684,42.975689,103.527614,21.477420000000002,65.876329,116.11816499999999,47.874496,65.150002,41.829265,39.092966,60.90840600000001,38.364233,6.8843559999999995,63.711983999999994
2014-12-18,10.9,16.377085,66.859205,43.872825,104.380183,22.147073000000002,67.839239,117.285226,47.768086,65.550003,42.066553000000006,39.872516999999995,62.212963,38.85999,7.2262,65.145726
2014-12-19,11.55,16.670698,67.840384,44.220104,105.708601,22.709970000000002,66.947007,118.785746,47.787433,65.440002,43.072659,40.815675,62.551188,39.956385,7.72947,66.48986
2014-12-22,11.63,16.670698,68.627176,44.152578000000005,105.90687700000001,21.885035000000002,63.24920899999999,119.68801299999998,47.342446,64.970001,42.284859000000004,39.198832,62.860416,39.327151,7.681992,65.80285500000001
2014-12-23,11.36,16.638074,69.599104,44.355156,106.521515,22.166484,63.378088,120.305869,47.932534999999994,64.459999,42.607572,40.353721,63.102001,38.593043,7.72947,66.001991
2014-12-24,11.36,16.507579,69.228847,44.384095,106.253851,22.23442,64.52806899999999,118.63863500000001,47.719719,64.480003,42.730963,39.930263000000004,63.034358,38.440502,7.681992,65.982073
2014-12-26,11.71,16.572827,69.543562,44.837487,106.18445600000001,22.816727,65.687974,119.09957800000001,47.468204,64.860001,43.50927,40.546203000000006,63.304931999999994,38.774184999999996,7.748461,66.061728
2014-12-29,11.67,16.572827,69.265872,44.779081,105.817651,22.574099,64.994013,119.10938,47.977022,64.309998,43.461813,41.162141999999996,62.705798,39.126940999999995,7.786444,66.559555
2014-12-30,11.51,16.319994,69.04371,44.847223,104.360352,22.884662,67.32373100000001,118.77593600000002,48.259696000000005,63.77,44.202152000000005,41.191013,62.763777000000005,39.256834999999995,7.8624089999999995,66.121472
2014-12-31,11.52,16.32815,68.44205500000001,44.399433,103.616833,22.671151000000002,66.828048,117.167543,47.811313,63.810001,43.718084999999995,40.70981,62.077676000000004,38.698774,7.767453,65.444426
2015-01-02,11.35,16.393397,68.229151,44.379964,103.408648,22.855546,68.364662,117.43233700000002,47.772323,63.709998999999996,43.395371999999995,40.392218,62.174308999999994,38.602554,7.539557,66.68899499999999
2015-01-05,12.44,16.377085,66.387121,43.007388,101.098788,21.496831,69.990503,115.049168,45.949548,62.380001,42.170961,39.410562,60.425236,37.582648,7.340147999999999,64.847027
2015-01-06,12.84,16.442332,65.618838,42.316233000000004,98.07514,21.865626000000002,72.320214,114.009599,45.28672,62.830002,42.674012,39.044847,60.405908,36.168246,7.72947,64.69768499999999
2015-01-07,13.43,16.629918,66.933249,42.248090999999995,99.51260699999999,22.185895000000002,71.269367,115.437669,45.705861,63.610001000000004,43.072659,38.371161,60.782784,36.495387,7.919383,65.922336
2015-01-08,13.31,16.923531,68.988175,43.299424,101.733257,22.680856,70.991786,117.387732,46.817071999999996,65.410004,43.366895,39.006349,62.048687,37.582648,8.137783,67.983343
2015-01-09,12.87,17.029557999999998,68.034764,43.231283000000005,100.454403,22.758497,74.2633,117.239999,46.573384999999995,65.849998,43.21503,38.554021,63.102001,37.563404,8.118792,67.993301
