Date,AIG,AXP,BAC,BCS,C,HDB,HSBC,LFC,LYG,MTU,PNC,PUK,SAN,TD,USB,WFC
2010-12-29,46.449564,40.079746,12.927311,13.459725,47.382209,32.485851000000004,40.529239000000004,18.913783,4.052144999999999,5.42,54.537553,18.238756,6.490325,30.905034999999998,24.267568,27.333475
2010-12-30,46.660439000000004,39.752448,12.898173,13.369995999999999,47.282872999999995,32.308503,40.205258,18.888973,4.052144999999999,5.36,54.261258,17.849593,6.471904,31.009571,24.186765,27.157242999999998
2010-12-31,46.733435,40.135852,12.956448,13.476045999999998,46.984873,32.214045,40.33169,18.975829,4.032522,5.41,54.118653,18.039851000000002,6.539447,31.072290000000002,24.213698,27.30704
2011-01-03,47.082192,40.584718,13.782008,13.679976000000002,48.673548,32.67477,40.805807,19.140245999999998,4.0913900000000005,5.48,54.7782,18.195516,6.5271669999999995,31.406806,24.186765,27.826921999999996
2011-01-04,46.052141999999996,41.09904,13.830570999999999,13.949174,48.673548,31.724406,41.145592,19.301555,4.120825,5.43,54.038437,18.290644,6.557869,31.235639000000003,24.025160999999997,27.888603000000003
2011-01-05,49.434275,42.291540999999995,14.083096,14.234682999999999,49.368885,31.460307,42.180752000000005,19.413232999999998,4.1796940000000005,5.3,55.081236,18.325236999999998,6.447343,31.315741999999997,24.079028,28.523034999999997
2011-01-06,49.028744,42.000457,14.024820000000002,14.079687,49.170215999999996,30.178377,42.09383,19.217797,4.0619559999999995,5.34,55.509051,18.411718,6.220151,31.206128000000003,23.603195,28.329183
2011-01-07,49.620819,41.653036,13.840284,14.079687,49.070884,29.536447999999996,41.801458000000004,19.348088,4.032522,5.31,55.206015,18.394420999999998,6.091204,31.518107,23.423634,27.756429999999998
2011-01-10,46.546890999999995,41.746933,13.985970000000002,14.153104,48.77288,28.462712,41.453769,19.099913,3.983464,5.32,54.920805,18.247404,5.980678,31.282014,23.567282000000002,27.492084000000002
2011-01-11,47.885146,42.291540999999995,14.267632,14.870957,49.070884,28.645843,42.370398,19.189878,4.02271,5.33,55.009935,18.593326,6.035941,31.480162,23.387721,27.668314000000002
2011-01-12,47.366066,42.253981,14.559007000000001,15.580657,50.461555,29.908497999999998,44.456520000000005,19.521810000000002,4.1796940000000005,5.55,55.52771800000001,19.051674,6.796753,31.716255,23.962315,28.205818
2011-01-13,46.384678,42.310321,14.345332999999998,15.751964000000001,50.064221999999994,29.783196000000004,44.393305,19.44425,4.21894,5.55,54.572497999999996,18.956545000000002,7.090091999999999,31.585559999999997,24.016182999999998,28.10008
2011-01-14,43.797389,43.427703,14.811532000000001,16.127203,50.958224,28.927290000000003,44.377501,19.351185,4.346489,5.55,57.331030000000005,19.241931,7.164988,32.382366,24.57282,28.857876
2011-01-18,43.124204999999996,43.540378999999994,14.56872,15.988528,47.680209999999995,28.915723999999997,44.701482,19.202282,4.258186,5.53,56.45615600000001,19.094914000000003,7.246124000000001,32.475116,24.518951,28.628776000000002
2011-01-19,41.380421999999996,42.479337,13.956833,15.474607,47.282872999999995,28.985121999999997,44.290579,19.140245999999998,4.130636,5.54,55.179554,18.498197,7.252366,32.192651,23.809689000000002,28.029588
2011-01-20,42.221328,42.507506,14.121945000000002,15.743803,47.680209999999995,29.014037,43.89548,18.882766,4.160071,5.47,54.45644300000001,18.411718,7.402156,32.074607,23.971293,28.10008
2011-01-21,42.045324,43.192959,13.840284,15.768276,48.574215,28.89452,43.919188,18.684231,4.228751,5.35,54.304680000000005,18.480902,7.732944,32.015584000000004,24.204720000000002,28.646396000000003
2011-01-24,41.018636,42.995774,13.519772,15.8009,48.276210999999996,28.830904999999998,44.05352,18.68733,4.0619559999999995,5.34,53.992222999999996,18.22146,7.701738000000001,32.213732,24.096985,28.813817999999998
2011-01-25,40.441734999999994,42.066185,13.23811,15.482767,47.878878,28.618856,43.745344,18.467075,3.895161,5.49,54.349316,18.420365,7.520741,31.952345,24.025160999999997,28.813817999999998
2011-01-26,40.686184999999995,41.746933,13.16041,15.393039000000002,47.779542,28.408735999999998,43.69003,18.423651,3.895161,5.42,54.608205000000005,18.818176,7.414639,31.779490999999997,23.881513,28.593528999999997
2011-01-27,41.038193,41.822053000000004,13.27696,15.629603,47.97821,28.231385999999997,43.808558000000005,18.510507,3.9638410000000004,5.4,55.054568999999994,19.492725,7.683014,32.045095,24.204720000000002,28.637586
2011-01-28,39.366155,41.183547999999995,13.208973,15.246203,46.88554,27.068973,42.789204999999995,18.125844,3.797046,5.2,53.661915,19.103562,7.439603999999999,31.374765000000004,24.061072,28.056023
2011-01-31,39.454157,40.732839,13.335234,15.335932999999999,47.878878,27.838131,43.1764,18.082411999999998,3.9540300000000004,5.2,53.563714000000004,18.731695000000002,7.639325,31.572913,24.240633,28.567092
2011-02-01,40.148396000000005,40.939411,13.898558999999999,15.858004999999999,48.673548,28.19476,43.927089,18.212701000000003,4.111013,5.2,55.608063,19.164098000000003,7.9201820000000005,32.348641,24.833182,29.465871999999997
2011-02-02,40.255951,41.052091,13.830570999999999,15.923262,48.176879,27.504635999999998,44.883227000000005,18.2158,4.071768,5.36,55.643772999999996,19.535965,7.820322,32.500411,24.590775,28.874615000000002
2011-02-03,39.679054,40.873683,14.015108999999999,15.972207000000001,47.779542,27.741745,45.262522,18.169269,4.003087,5.4,55.447371999999994,19.544613000000002,7.683014,32.989457,24.662599,28.901088
2011-02-04,39.111928999999996,41.145988,13.879133,16.225092999999998,47.878878,27.244396000000002,44.843718,18.13825,4.02271,5.37,55.349171,19.873239,7.545706,33.436341999999996,24.61771,28.909910999999997
2011-02-07,41.243528999999995,42.084965000000004,14.248207999999998,16.429023,48.673548,27.691625,44.914836,18.076204,4.0815790000000005,5.45,56.01871800000001,19.942423,7.589395,33.271921999999996,25.093545000000002,29.404099
2011-02-08,41.42931,43.080282000000004,14.189932999999998,16.551385999999997,48.574215,27.360058000000002,45.570698,18.13825,4.150258999999999,5.52,57.411372,19.907832,7.689255,33.120149,25.33595,30.092429
2011-02-09,40.197286,42.930046000000004,14.219071,16.673748,48.077546000000005,27.180781,46.076427,17.778398000000003,4.130636,5.49,57.3221,20.340235,7.6705309999999995,33.031616,25.174347,29.23643
2011-02-10,40.363509,43.728175,14.073382999999998,16.486129000000002,47.481542,27.460299,45.404757000000004,17.595377,4.169882,5.43,57.000718000000006,19.925128,7.420881,33.191821999999995,25.012743,29.121707
2011-02-11,40.705740999999996,43.897192,14.345332999999998,16.469808,48.474879,28.56488,45.230916,17.589170000000003,4.169882,5.46,57.572063,20.08944,7.5020169999999995,33.579685,25.470620999999998,29.792386999999998
2011-02-14,40.383066,43.681227,14.461882999999998,16.282189000000002,48.77288,28.626568,44.780501,17.626396,4.111013,5.57,57.973794999999996,19.890535,7.358467999999999,33.807344,25.748939,29.889459999999996
2011-02-15,40.138616,43.371363,14.345332999999998,17.318182999999998,48.77288,28.987049,44.677777,17.601576,4.1895050000000005,5.52,57.679193000000005,19.855942000000002,7.489534,33.786263,25.722005,29.721790999999996
2011-02-16,40.363509,44.000479999999996,14.41332,17.416072,48.673548,28.796205,45.807759999999995,18.042085999999998,4.21894,5.59,57.929156000000006,20.426716,7.789115,34.443943,25.766896,29.386449
2011-02-17,41.126195,42.986382,14.384182999999998,17.652635999999998,49.070884,29.253075,46.613762,18.141348999999998,4.326866000000001,5.64,57.161409,20.677508,7.9077,34.536694,25.461643,29.077584
2011-02-18,40.588403,42.751638,14.325907999999998,17.456856,48.77288,29.553797999999997,46.313486,18.032781,4.356301,5.61,57.125703,20.469955,7.895217,34.296387,25.641202,28.804015000000003
2011-02-22,39.180375,41.587308,13.772297,16.861366,46.587540000000004,28.528253000000003,44.282678000000004,17.480593,4.140448,5.42,55.22419,19.795406,7.514499000000001,33.803127,24.860116,27.692095000000002
2011-02-23,39.111928999999996,40.789175,13.762584,16.960846,46.686871999999994,28.59958,44.61456,17.368914999999998,4.140448,5.39,54.956371999999995,19.665685,7.5082580000000005,33.495364,24.70749,27.797992999999998
2011-02-24,39.532382,40.901855,13.568334,16.664879,46.587540000000004,28.079096000000003,44.448619,17.313076000000002,4.101202,5.42,54.608205000000005,19.051674,7.533223,33.946466,24.689534,27.745045
2011-02-25,37.684344,40.873683,13.791720999999999,16.812867999999998,46.686871999999994,28.127288,45.254621,17.418554,3.973653,5.5,55.242045,19.440835999999997,7.658049,34.844456,24.70749,28.592222999999997
2011-02-28,36.237204,40.911243,13.879133,17.075953,46.488203999999996,28.358615000000004,43.53199,17.756686,3.9638410000000004,5.53,55.081353,19.968367999999998,7.676773,35.291340999999996,24.896027,28.468673
2011-03-01,35.885196,40.516875,13.529485000000001,16.705984,45.395534000000005,29.204881,42.078026,17.533332,3.8755379999999997,5.6,53.87616800000001,19.449483999999998,7.489534,34.570422,24.348370000000003,27.930364
2011-03-02,36.471872999999995,40.394806,13.442008999999999,16.886860000000002,45.693534,29.351387,42.512634000000006,17.561251000000002,3.9540300000000004,5.5,53.554788,19.56191,7.458328,34.852886,24.105963,27.842115999999997
2011-03-03,36.677209999999995,41.596696,13.869666,17.067728,46.488203999999996,30.340305999999998,42.923536999999996,17.762893,4.012899,5.52,54.411806999999996,19.899182999999997,7.470811,36.307376,24.725445999999998,28.601046000000004
2011-03-04,36.559875,41.052091,13.723873000000001,16.829307,45.097533,30.59862,42.236065999999994,17.890075,3.9245949999999996,5.46,54.411806999999996,20.011607,7.264849000000001,36.336887,24.276546,28.159808
2011-03-07,36.276313,41.0427,13.636398000000002,16.41001,44.898865,29.885365000000004,42.070125,17.79701,3.836292,5.37,54.188625,19.579204999999998,7.17747,35.940591,24.150852,27.992137
2011-03-08,36.481653,42.479337,14.277882,16.516893,46.090871,30.698860999999997,42.820811,18.184783,3.855915,5.37,56.572207999999996,19.838647,7.183712,36.286295,24.913984,28.689292
2011-03-09,36.286093,42.300929,14.180688,16.393569,46.190203000000004,30.712355,42.741792,18.256135,3.855915,5.38,56.331171,21.032079,7.183712,36.286295,24.958873,28.945210999999997
2011-03-10,35.670079,41.333784,13.859945999999999,15.998937,45.097533,29.690665999999997,41.959495000000004,17.98004,3.777423,5.24,55.536643000000005,20.31429,7.015197,35.919509999999995,24.402237,28.292181
2011-03-11,36.520762,41.577915999999995,13.976579000000001,15.949608,45.395534000000005,29.842955,42.054321,18.014167999999998,3.82648,5.1,56.161554,20.106737,7.052645,36.223056,24.384281,28.574572999999997
2011-03-14,36.667433,41.230496,13.830786999999999,15.892063,45.097533,30.05886,41.880477,17.989347,3.836292,4.88,55.8491,20.184569,7.277330999999999,36.231489,24.123920000000002,28.327477000000002
2011-03-15,35.963417,40.976971,13.568361999999999,15.637192,44.104196,30.276691999999997,41.485378000000004,17.564349,3.797046,4.83,55.465227,19.449483999999998,7.271089,35.708715000000005,23.98027,28.4775
2011-03-16,34.799839,39.775082,13.305935999999999,14.798607999999998,43.607527000000005,29.706087,39.966646000000004,17.151768,3.669496,4.53,54.242186,18.437661,6.909095,35.076329,23.477501999999998,27.559724
2011-03-17,34.907396999999996,40.770395,13.5878,15.053476999999999,44.203528000000006,29.603919,40.438252,17.1952,3.708742,4.66,55.358096999999994,19.215985999999997,7.246124000000001,35.375661,23.657063,27.674446999999997
2011-03-18,34.174049,41.474628,13.646118,15.152135000000001,44.700196999999996,29.958619,40.43026,17.102137,3.747988,4.75,56.027643000000005,19.795406,7.277330999999999,35.468408000000004,23.926402,28.089209999999998
2011-03-21,36.207867,41.615476,13.655837,15.686523000000001,44.00486,29.613558,41.237584999999996,17.43096,3.82648,4.79,55.616989000000004,20.383474,7.570671000000001,36.142956,23.881513,28.133333
2011-03-22,36.129645000000004,42.019237,13.490606,15.579649,43.905527,29.617413,41.029759999999996,17.297570999999998,3.8755379999999997,4.88,54.840316,20.634269,7.483292999999999,36.395909,23.755819,27.806818
2011-03-23,35.738524,42.272760999999996,13.267057999999999,15.49743,43.706859,30.538859999999996,41.117684000000004,17.123848000000002,3.836292,4.97,54.697480000000006,20.487251999999998,7.464569,36.640433,23.746843,27.753870000000003
2011-03-24,35.513631,42.807978000000006,13.101828,15.620753,44.00486,31.173077000000003,41.621265,16.919107,3.806857,4.86,54.822461,20.400771,7.589395,36.847011,23.953337,27.895381
2011-03-25,35.718968,42.807978000000006,12.965755999999999,15.349442999999999,44.302859999999995,31.290670000000002,41.597286,16.698852,3.738177,4.85,55.143843999999994,19.829999,7.452086,36.294725,24.168809,28.249159000000002
2011-03-28,35.552744,42.930046000000004,12.994914,15.43166,44.00486,31.425609,41.757153,16.64612,3.7578,4.75,54.876026,19.899182999999997,7.433363000000001,36.290512,24.123920000000002,27.957292
2011-03-29,35.376740000000005,42.864318,12.975475999999999,15.201455,44.203528000000006,31.978865000000003,41.781132,16.779510000000002,3.7578,4.61,55.375952000000005,20.227809,7.4271210000000005,36.699455,24.038228,27.939603
2011-03-30,35.249625,43.10845,13.07267,15.168575,44.203528000000006,32.283442,42.076884,17.074217,3.669496,4.54,56.179409,20.594524,7.420881,37.496261,24.065289,28.222625
2011-03-31,34.359829,42.441777,12.956036,14.913704000000001,43.905527,32.759586999999996,41.405444,17.387528,3.6302510000000003,4.6,56.232974,20.125057,7.308536999999999,37.348701,23.83979,28.045734999999997
2011-04-01,34.222938,42.592014,12.994914,15.439885,44.203528000000006,33.231879,41.996952,17.632604,3.806857,4.63,56.884665000000005,20.745108,7.458328,37.914186,24.065289,28.355293
2011-04-04,33.18647,42.64835,13.06295,15.382331,44.00486,34.010674,41.90103,17.874571,3.777423,4.57,56.777536,20.745108,7.420881,37.795227000000004,23.993129,28.125335999999997
2011-04-05,34.203381,42.64835,13.092108999999999,15.398772,44.402196,33.964409,42.132837,17.846651,3.7872339999999998,4.51,56.250826,21.001985,7.314779,37.557309000000004,23.911949,28.29338
2011-04-06,34.086047,43.628771,13.335095,15.916727999999999,45.594202,33.841035999999995,43.084045,18.088619,3.9344069999999998,4.4,56.929301,21.40059,7.564430000000001,37.795227000000004,24.263728,28.656004
2011-04-07,33.900263,43.515646999999994,13.228181,15.974271,45.494865999999995,33.060311,43.627592,18.125844,3.9245949999999996,4.47,56.679338,21.258864000000003,7.676773,37.459590000000006,23.83979,28.452578999999997
2011-04-08,33.724262,43.628771,13.101828,15.966057000000001,45.296198,33.185613000000004,43.443743,18.023474,3.9049720000000003,4.58,56.447227000000005,21.524599,7.751668,37.667772,23.61429,27.966137
2011-04-11,33.460256,43.723045,13.111547,16.36068,44.998197,32.738383,43.179965,17.890075,3.9540300000000004,4.56,56.474008,21.444878,7.726703,37.502075,23.53311,27.771558000000002
2011-04-12,33.323365,43.383666999999996,13.092108999999999,16.3278,45.196866,32.530190000000005,42.756319,17.713254,3.846103,4.59,56.357955000000004,21.10828,7.71422,36.452683,23.77665,27.771558000000002
2011-04-13,33.108247999999996,43.459083,12.89772,16.475788,44.700196999999996,33.507540999999996,42.956152,17.778398000000003,3.836292,4.68,55.831244999999996,21.303153,7.608117999999999,36.779821000000005,23.44291,27.134759000000003
2011-04-14,32.795353000000006,43.251688,12.761647,16.368904,44.00486,33.268503,42.812272,17.759785,3.82648,4.74,55.543962,21.444878,7.5020169999999995,36.648115999999995,23.307610999999998,26.666002000000002
2011-04-15,32.717128,43.600491,12.460344000000001,16.179813,43.905527,32.81742,42.636418,17.700848,3.806857,4.69,55.570896999999995,21.391731,7.408397999999999,36.325224,23.388791,26.436047
2011-04-18,31.886001,43.421377,12.071566,15.735852,43.905527,32.722962,42.036918,17.421653,3.747988,4.59,54.735987,20.683103,7.164988,35.836639,23.055051000000002,26.108802999999998
2011-04-19,31.406878000000003,43.968149,11.99381,15.727635000000001,44.998197,33.291638,42.11685,17.461979,3.728365,4.58,54.735987,20.931122,7.264849000000001,36.057565999999994,22.775433,26.595246999999997
2011-04-20,31.631771,44.307526,11.925774,15.933167000000001,45.395534000000005,34.124409,42.748324,17.682234,3.767611,4.57,54.53848000000001,21.48031,7.383433,36.699096999999995,22.405614,25.498535999999998
2011-04-21,31.445990999999996,44.411225,11.964652000000001,16.204477,45.196866,33.717661,43.451738,17.790813,3.846103,4.52,55.319524,21.97635,7.433363000000001,37.009243,22.685232,25.242048
2011-04-25,30.771309000000002,44.354661,12.091004,16.229142,44.898865,33.99718,43.395785,17.561251000000002,3.836292,4.62,54.924514,21.905487,7.5082580000000005,36.754329999999996,22.595032,25.259735
2011-04-26,31.16243,44.401796000000004,11.886896,16.377129,44.799529,34.120556,43.435751,17.521524,3.855915,4.66,55.669647,21.967492,7.608117999999999,36.962509000000004,22.586014000000002,25.533914000000003
2011-04-27,30.996204,44.892007,11.98409,15.924942000000001,44.799529,34.093568,43.74749,17.149465,3.9049720000000003,4.66,55.885109,22.578685,7.790713,36.694851,23.046031,25.887692
2011-04-28,31.093983,45.740451,12.071566,15.694745999999999,45.594202,33.47477,43.723511,17.042265,3.855915,4.76,56.118524,22.844422,7.995732,36.469674,22.982891,25.887692
2011-04-29,30.458414,46.268371,11.935493,15.661857000000001,45.594202,33.175971999999994,43.539665,16.928754,3.8755379999999997,4.77,55.965906999999994,22.88871,7.944477,36.805310999999996,23.289571,25.746181
2011-05-02,30.165076000000003,46.805718,11.99381,15.604312,44.600864,32.780791,43.475716999999996,16.922445,3.855915,4.8,56.45967099999999,22.853278,7.906036,36.894529999999996,23.163292000000002,25.763869
2011-05-03,30.438858000000003,47.041396,12.246516,15.513879000000001,44.898865,31.560548999999998,43.515683,16.733263,3.7578,4.83,57.57288199999999,22.552111,7.8611889999999995,36.592883,23.280551000000003,26.099957999999997
2011-05-04,30.937534999999997,46.852853,12.139602,15.489214000000002,44.898865,31.462234000000002,43.14799,16.503093,3.718554,4.84,57.016276,22.171224,7.867595,36.066062,23.037013,25.558245
2011-05-05,30.106408000000002,46.683164,11.954932000000001,14.982642000000002,44.501528,31.344645,42.492538,16.260305,3.4143980000000003,4.78,56.109548,21.896629,7.611322,35.798403,22.730332999999998,24.981007
2011-05-06,30.018406,47.324209,11.964652000000001,14.891882,44.898865,31.722476,42.396619,16.342287,3.384963,4.85,56.127503000000004,21.825766,7.4767779999999995,35.981092,22.721313000000002,25.087575
2011-05-09,29.040608000000002,47.31478,11.838299000000001,14.858885,43.865792,31.527777,42.372637,16.317059,3.404586,4.9,55.732493000000005,21.816907999999998,7.425524,36.244501,22.775433,25.052052
2011-05-10,28.962384000000004,47.295926,11.935493,15.122897,43.905527,31.342719,42.916183000000004,16.449487,3.463455,4.98,56.971389,22.357238,7.579288,36.639617,23.163292000000002,25.336231
2011-05-11,29.969515,46.975406,11.906335,14.999139999999999,42.634052000000004,31.070909999999998,42.324678999999996,16.162563000000002,3.424209,4.84,56.953433999999994,22.029498,7.399896000000001,36.350715,22.721313000000002,25.00765
2011-05-12,30.477971000000004,46.702019,11.857737,15.065141,42.137383,30.820306,42.220764,16.178322,3.483078,4.85,56.728995999999995,21.719473,7.457558000000001,36.061811999999996,22.847592000000002,25.069813
2011-05-13,29.744621999999996,46.654884,11.595313,14.685628,41.253313,30.588981,41.996952,16.102649,3.4143980000000003,4.68,55.48112,21.010842999999998,7.239725,35.806899,22.567974,24.803397
2011-05-16,30.311745000000002,47.201656,11.527275999999999,14.528866,40.915578000000004,30.297896,41.565312,15.982838000000001,3.384963,4.68,55.570896999999995,20.798254999999997,7.265353,35.845138,22.595032,24.741234
2011-05-17,30.116184999999998,47.852127,11.566153,14.693879999999998,41.263249,30.276691999999997,41.677217999999996,16.137335,3.4143980000000003,4.65,56.342962,20.798254999999997,7.323014,36.410194,23.082112,25.531603
2011-05-18,30.145519,48.134943,11.45924,14.578368,40.965247999999995,30.654524,41.757847999999996,16.41796,3.394775,4.73,56.58535500000001,20.966555,7.387082,36.558896999999995,23.217411,25.682572
2011-05-19,30.155296999999997,48.851403999999995,11.362045,14.924885999999999,41.104315,30.409703000000004,41.943295,16.351747,3.384963,4.62,56.531493000000005,21.462594,7.399896000000001,36.822306,23.280551000000003,25.407275
2011-05-20,30.116184999999998,48.257494,11.255131,14.669129000000002,40.746713,30.313318,41.612715,16.213008,3.267225,4.52,55.364411,21.258864000000003,7.111589,36.758576,22.730332999999998,24.865561
2011-05-23,29.314390000000003,48.191503999999995,11.09962,14.281363,39.892441999999996,29.8391,40.830611,15.888248,3.188734,4.47,54.843716,20.576808,6.983452000000001,36.643867,22.486794,24.448175
2011-05-24,28.805934999999998,47.663587,11.138498,14.281363,40.240108,29.952834999999997,40.725792,15.935543,3.129865,4.47,54.475638000000004,20.40851,7.0283,36.461178000000004,22.513852,24.536979000000002
2011-05-25,27.652134000000004,47.522178000000004,11.060742,14.636123999999999,40.071203000000004,29.752352000000002,41.032184,16.036433,3.208356,4.55,54.861672,20.73625,7.143622,36.869040000000005,22.468753,24.474816
2011-05-26,28.111698999999998,47.776711,11.138498,14.825880999999999,39.961908,30.984161999999998,41.346637,15.948151999999999,3.3162830000000003,4.54,55.427257,21.143712,7.188471000000001,36.444184,22.504834,24.599145
2011-05-27,28.238812,48.200933,11.362045,14.957891,40.707095,31.041995,41.693343,16.162563000000002,3.355529,4.61,56.145458999999995,21.374015,7.3102,36.33372,22.928772,24.989888
2011-05-31,27.867248999999997,48.644006,11.420361999999999,15.172398999999999,40.885940000000005,31.607447999999998,42.217434000000004,16.569307000000002,3.3457169999999996,4.57,56.037726,21.577747,7.617729,36.597132,23.091132,25.194142000000003
2011-06-01,27.427239,47.050822,10.933975,14.405119000000001,39.395565999999995,31.263866999999998,41.451456,16.329669,3.129865,4.6,53.838234,20.718534,7.3422350000000005,35.229094,22.279335,23.924222
2011-06-02,27.388128000000002,47.22051,10.982614,14.487617000000002,39.753253,31.539505,41.60465,16.326519,3.110242,4.57,54.035738,20.780539,7.470371000000001,35.182359000000005,22.306394,24.119594
2011-06-03,27.036121,46.456911,10.972886,14.429869,39.59428,31.213396000000003,41.386953999999996,15.982838000000001,3.110242,4.55,53.272649,20.709676,7.540847,35.462765999999995,22.144034,23.853178
2011-06-06,26.625445000000003,45.985555,10.535138,14.025595999999998,37.825703000000004,31.510389,41.080563,15.85356,2.963069,4.4,53.120029,20.550235999999998,7.3422350000000005,34.761753000000006,21.747156,23.320344
2011-06-07,26.811227000000002,46.089254,10.360039,14.231859,37.33885,31.720031,41.209569,15.973379000000001,3.021938,4.5,53.497087,20.807113,7.406303,34.638544,21.512636999999998,22.885197
