Date,^GSPC
2011-09-02,-0.12717286468345645
2011-09-06,-0.12874696772740524
2011-09-07,-0.10009456274725537
2011-09-08,-0.09118775500784249
2011-09-09,-0.11258817305398006
2011-09-12,-0.10060513672149307
2011-09-13,-0.08863657297897176
2011-09-14,-0.05212710214566563
2011-09-15,-0.04064774773634372
2011-09-16,0.013282612445324915
2011-09-19,0.003926996431794061
2011-09-20,0.0738123808610247
2011-09-21,-0.004920998914561769
2011-09-22,0.007851858490204311
2011-09-23,-0.030879008507994743
2011-09-26,-0.01345433717579081
2011-09-27,-0.02416789283570553
2011-09-28,-0.034960889575766374
2011-09-29,-0.02805115260135571
2011-09-30,-0.008091859734182694
2011-10-03,-0.021628303981895525
2011-10-04,0.00011568134242745387
2011-10-05,-0.01576112821290232
2011-10-06,-0.010725208268856146
2011-10-07,-0.0032866018565717026
2011-10-10,0.015372166253198483
2011-10-11,-0.012015666343290876
2011-10-12,-0.004674705499384091
2011-10-13,-0.01249495919449295
2011-10-14,0.016738273412527205
2011-10-17,0.022905197461818183
2011-10-18,0.05161169846221969
2011-10-19,0.009394144972527219
2011-10-20,0.024867181383917414
2011-10-21,0.07279313607847882
2011-10-24,0.07908654565485573
2011-10-25,0.04789964296085514
2011-10-26,0.04485643198989875
2011-10-27,0.06242606705460285
2011-10-28,0.05680870669806404
2011-10-31,0.04086910811446787
2011-11-01,0.01346826232471865
2011-11-02,0.06097227655239923
2011-11-03,0.11649665190578418
2011-11-04,0.1027779277650116
2011-11-07,0.08441467658654211
2011-11-08,0.08553832681541995
2011-11-09,0.06779830156542688
2011-11-10,0.0683384396413973
2011-11-11,0.11704753924264044
2011-11-14,0.13877901055791786
2011-11-15,0.1190979259182332
2011-11-16,0.08118668447994026
2011-11-17,0.04391532423456779
2011-11-18,0.05209186387376685
2011-11-21,-0.0015985027709850552
2011-11-22,-0.00627331561916844
2011-11-23,-0.03765579705943256
2011-11-25,-0.03737765542525273
2011-11-28,-0.026155831510278338
2011-11-29,-0.00472165287446058
2011-11-30,0.01761082758976462
2011-12-01,0.02868048968211534
2011-12-02,0.023770159079347097
2011-12-05,0.01520690975166561
2011-12-06,0.00341258517556553
2011-12-07,0.02600379132322872
2011-12-08,-0.006159439613526607
2011-12-09,-0.022886699863884696
2011-12-12,-0.03783392313873224
2011-12-13,-0.021997979671346757
2011-12-14,-0.005302625706917752
2011-12-15,-0.017893225277132774
2011-12-16,-0.032898536423450975
2011-12-19,-0.038205281364239396
2011-12-20,-0.01571614602780136
2011-12-21,-0.025236748298939626
2011-12-22,0.020258745819062618
2011-12-23,0.02067436154960367
2011-12-27,0.001250210096138682
2011-12-28,-0.0017095767230842496
2011-12-29,0.00414208883346201
2011-12-30,0.016727119540854263
2012-01-03,0.050101595840487345
2012-01-04,0.050713629566793816
2012-01-05,0.07383198417126824
2012-01-06,0.07556144326209857
2012-01-09,0.10235060381680561
2012-01-10,0.11514055506211052
2012-01-11,0.08379516740936399
2012-01-12,0.0839281318884526
2012-01-13,0.03378617302692999
2012-01-17,0.03944309705723703
2012-01-18,0.05124249245665591
2012-01-19,0.04567732046472939
2012-01-20,0.0452216066425315
2012-01-23,0.04360789332671522
2012-01-24,0.06505452226784025
2012-01-25,0.056461668218547256
2012-01-26,0.06628554265148412
2012-01-27,0.07391511791202166
2012-01-30,0.08350255690542974
2012-01-31,0.07950650544931115
2012-02-01,0.08562216444652315
2012-02-02,0.09971383033403747
2012-02-03,0.08346086434416966
2012-02-06,0.08089440335922693
2012-02-07,0.07420259090909087
2012-02-08,0.06688374411646336
2012-02-09,0.06837193152360532
2012-02-10,0.07442143247949695
2012-02-13,0.07026808648686345
2012-02-14,0.07387088563366828
2012-02-15,0.05181425926969663
2012-02-16,0.0632114514230322
2012-02-17,0.06258092306974361
2012-02-21,0.06605042854808207
2012-02-22,0.060092204219971856
2012-02-23,0.0552442630725245
2012-02-24,0.056681736764696344
2012-02-27,0.05564644230027027
2012-02-28,0.06445639186675667
2012-02-29,0.05566335120302135
2012-03-01,0.05049534038002035
2012-03-02,0.04193990490680877
2012-03-05,0.0372135434733174
2012-03-06,0.020790262158054684
2012-03-07,0.02888980360297011
2012-03-08,0.030051410363759468
2012-03-09,0.03977453399283637
2012-03-12,0.0416005194977116
2012-03-13,0.06316779032019726
2012-03-14,0.0623814150143871
2012-03-15,0.059293561627971725
2012-03-16,0.05931922287260316
2012-03-19,0.048219179747743146
2012-03-20,0.04551714683355601
2012-03-21,0.04145351989070756
2012-03-22,0.0317195096425531
2012-03-23,0.03340362856376178
2012-03-26,0.05501846673324429
2012-03-27,0.044941076589344764
2012-03-28,0.0407553047019622
2012-03-29,0.0447057092933556
2012-03-30,0.037134348437277476
2012-04-02,0.04246898749614658
2012-04-03,0.03756399194323601
2012-04-04,0.03041993280034938
2012-04-05,0.02539128099853305
2012-04-09,0.01205204586562636
2012-04-10,-0.006580919883701464
2012-04-11,-0.0025288904250461153
2012-04-12,0.016028565355323154
2012-04-13,-0.0027872672785386188
2012-04-16,-4.38505288148372e-05
2012-04-17,0.019386859376413268
2012-04-18,0.031101142260091974
2012-04-19,0.01795763727716504
2012-04-20,0.009239257847050819
2012-04-23,-0.002866832022244359
2012-04-24,0.0006418287798919398
2012-04-25,-0.0037680505638700845
2012-04-26,0.004088096280119746
2012-04-27,0.0005418572743509653
2012-04-30,-0.004458156636191535
2012-05-01,-0.002787766625288124
2012-05-02,-0.002283824459505035
2012-05-03,-0.008069106543608706
2012-05-04,-0.017002004987824226
2012-05-07,-0.01970498335533688
2012-05-08,-0.037267678044858976
2012-05-09,-0.04101893295643333
2012-05-10,-0.03383044785677569
2012-05-11,-0.0355524292863717
2012-05-14,-0.04978451542720186
2012-05-15,-0.06228154426303678
2012-05-16,-0.06267242757548419
2012-05-17,-0.06726423816499771
2012-05-18,-0.073572319350239
2012-05-21,-0.04790186901113558
2012-05-22,-0.030884933681307625
2012-05-23,-0.03642113918976586
2012-05-24,-0.04820650100762569
2012-05-25,-0.03827015574949155
2012-05-29,-0.027125231616319412
2012-05-30,-0.0556954237081585
2012-05-31,-0.054009023051723726
2012-06-01,-0.07181245231404298
2012-06-04,-0.07279491406712046
2012-06-05,-0.05957828764621642
2012-06-06,-0.04142945341476423
2012-06-07,-0.05443337782796265
2012-06-08,-0.053086434850304176
2012-06-11,-0.0672884591333136
2012-06-12,-0.05274300792378461
2012-06-13,-0.0646881851824288
2012-06-14,-0.052206773052891564
2012-06-15,-0.03501798823700675
2012-06-18,-0.01776345586613315
2012-06-19,-0.008469732598802682
2012-06-20,-0.005888327641129676
2012-06-21,-0.02146048734239503
2012-06-22,-0.016914682854179297
2012-06-25,-0.02931161273566807
2012-06-26,-0.013718374363388408
2012-06-27,0.0008942494473385132
2012-06-28,0.0032004754251031553
2012-06-29,0.04391279498083467
2012-07-02,0.05426880419835656
2012-07-03,0.04409610288905008
2012-07-05,0.038697242814240695
2012-07-06,0.027159872471223645
2012-07-09,0.02406328989655515
2012-07-10,0.017946324967826666
2012-07-11,0.006777072320896416
2012-07-12,0.016325088235582097
2012-07-13,0.035449142246428256
2012-07-16,0.05915305756707978
2012-07-17,0.06688415277054549
2012-07-18,0.06789578296382737
2012-07-19,0.046672195727144095
2012-07-20,0.036251259981074035
2012-07-23,0.018752912030536528
2012-07-24,0.02244581741416707
2012-07-25,0.010353547433814558
2012-07-26,0.034330140262494924
2012-07-27,0.04278835003154047
2012-07-30,0.03161961519992462
2012-07-31,0.025684436305679403
2012-08-01,0.012768940820467867
2012-08-02,0.006867395499838613
2012-08-03,0.04939983818002247
2012-08-06,0.04435136485818414
2012-08-07,0.06670371687605248
2012-08-08,0.06229591256218536
2012-08-09,0.053271820609320564
2012-08-10,0.057808609030175484
2012-08-13,0.030796639126765113
2012-08-14,0.0281360398083057
2012-08-15,0.022932714619398498
2012-08-16,0.03504735045999752
2012-08-17,0.04685975837066558
2012-08-20,0.048555998620058105
2012-08-21,0.0534488840973093
2012-08-22,0.053703113520036094
2012-08-23,0.050435992609637825
2012-08-24,0.04005806014115487
2012-08-27,0.04196087982815744
2012-08-28,0.03346117721128139
2012-08-29,0.027469776805734814
2012-08-30,0.01668710712826571
2012-08-31,0.03223101940626827
2012-09-04,0.04029553075414616
2012-09-05,0.04866576438098802
2012-09-06,0.07043178358723301
2012-09-07,0.05727858623728199
2012-09-10,0.031104559191059256
2012-09-11,0.034837225361276314
2012-09-12,0.041498793058126315
2012-09-13,0.061563888640062014
2012-09-14,0.07382419047619049
2012-09-17,0.05046761767135366
2012-09-18,0.046685243420170996
2012-09-19,0.042601829680268155
2012-09-20,0.041391536421071295
2012-09-21,0.04088250142340866
2012-09-24,0.03629070979639182
2012-09-25,0.02669305211158357
2012-09-26,0.02093401442348508
2012-09-27,0.029611601418157996
2012-09-28,0.017774536260608986
2012-10-01,0.018566279805343866
2012-10-02,0.019476349067164778
2012-10-03,0.026762487756215148
2012-10-04,0.03389485198971953
2012-10-05,0.04197342508760604
2012-10-08,0.03171217381916569
2012-10-09,0.022007345437192294
2012-10-10,0.0165046542193088
2012-10-11,0.015845540314681772
2012-10-12,0.020800573367258934
2012-10-15,0.023852216048498853
2012-10-16,0.035574547737909246
2012-10-17,0.04094944950693824
2012-10-18,0.017610235935571872
2012-10-19,-0.0032895452147962967
2012-10-22,0.0033168123169728947
2012-10-23,-0.014265237003230347
2012-10-24,-0.01935878616822928
2012-10-25,-0.0322057132734177
2012-10-26,-0.036724778284113024
2012-10-31,-0.03355477999420475
2012-11-01,-0.02174299069026775
2012-11-02,-0.03206604594556217
2012-11-05,-0.029446810640250343
2012-11-06,-0.02175119575247153
2012-11-07,-0.04280349604839595
2012-11-08,-0.04445088930370655
2012-11-09,-0.03730497866105886
2012-11-12,-0.046380813244556895
2012-11-13,-0.045909204037007045
2012-11-14,-0.061613441848773265
2012-11-15,-0.06392532872211654
2012-11-16,-0.06279160133971706
2012-11-19,-0.05098536182862423
2012-11-20,-0.05005030514623121
2012-11-21,-0.04454348969508648
2012-11-23,-0.02242830732897172
2012-11-26,-0.018337814065776614
2012-11-27,-0.023659324002970994
2012-11-28,-0.01306176890787436
2012-11-29,-0.016790188327476696
2012-11-30,-0.026626885896418373
2012-12-03,-0.03521782437151777
2012-12-04,-0.034508020210295975
2012-12-05,-0.0166830029405014
2012-12-06,-0.01386506377977248
2012-12-07,0.0035099610452473673
2012-12-10,0.006956556521739099
2012-12-11,0.010523928537190308
2012-12-12,0.01171440690904002
2012-12-13,0.005162245655225828
2012-12-14,-0.009813749279322104
2012-12-17,0.011426979606789622
2012-12-18,0.020835999598972643
2012-12-19,0.005194690471145513
2012-12-20,0.03525195655718649
2012-12-21,0.038213888550980624
2012-12-24,0.03392401986750482
2012-12-26,0.02883989925120689
2012-12-27,0.031698068489415254
2012-12-28,0.034629591030768125
2012-12-31,0.053837561695117
2013-01-02,0.07540374049400045
2013-01-03,0.05226079877718348
2013-01-04,0.05667916260578143
2013-01-07,0.050940658736850164
2013-01-08,0.03406308709682149
2013-01-09,0.03891798952008352
2013-01-10,0.05231107630516929
2013-01-11,0.04405891967744391
2013-01-14,0.03865256887176516
2013-01-15,0.03965591228415932
2013-01-16,0.04481861546118804
2013-01-17,0.052514046712492046
2013-01-18,0.05442491869726207
2013-01-22,0.05560357672928906
2013-01-23,0.05411588703114645
2013-01-24,0.05376609521374753
2013-01-25,0.05261093455063026
2013-01-28,0.05019326487165743
2013-01-29,0.0622706104838211
2013-01-30,0.06252211247398298
2013-01-31,0.047365698642639176
2013-02-01,0.04588088334218887
2013-02-04,0.04171854182559409
2013-02-05,0.046824526569171354
2013-02-06,0.05731564494942809
2013-02-07,0.05798857403192659
2013-02-08,0.06909284987645381
2013-02-11,0.06974827986316812
2013-02-12,0.08342662057640138
2013-02-13,0.06600804864322063
2013-02-14,0.04031670739326931
2013-02-15,0.04140145693484665
2013-02-19,0.043962693594085334
2013-02-20,0.03424329839204776
2013-02-21,0.031067507980907738
2013-02-22,0.03735743196729091
2013-02-25,0.010685257352271771
2013-02-26,0.016908319127402205
2013-02-27,0.030808832877528225
2013-02-28,0.028757005160314986
2013-03-01,0.030944599692575236
2013-03-04,0.029886431430915072
2013-03-05,0.03621183308270415
2013-03-06,0.03276243505588816
2013-03-07,0.03308109328156461
2013-03-08,0.037703609823252826
2013-03-11,0.03543674574308908
2013-03-12,0.03486243258637556
2013-03-13,0.030958228361483764
2013-03-14,0.04079337704795183
2013-03-15,0.04177928631855421
2013-03-18,0.025727400667469258
2013-03-19,0.0351873066117796
2013-03-20,0.03137711542873478
2013-03-21,0.02227340033288816
2013-03-22,0.03146966624129943
2013-03-25,0.022240739559136635
2013-03-26,0.030823797926026852
2013-03-27,0.02857645331267089
2013-03-28,0.032137750629180006
2013-04-01,0.026811210128925067
2013-04-02,0.03320192901988084
2013-04-03,0.014860151852292613
2013-04-04,0.031766943719422125
2013-04-05,0.03385204104745032
2013-04-08,0.031320909706850086
2013-04-09,0.05427967221340335
2013-04-10,0.060650421912952224
2013-04-11,0.051042556686010876
2013-04-12,0.04896738542514667
2013-04-15,0.022500352458514783
2013-04-16,0.03236952306983132
2013-04-17,0.007936128102202789
2013-04-18,9.732591426026005e-05
2013-04-19,0.0071166707217913405
2013-04-22,0.007297635094526633
2013-04-23,0.014496702535891082
2013-04-24,0.016947116445263255
2013-04-25,0.01971027301404593
2013-04-26,0.012160725064906952
2013-04-29,0.021086714316171484
2013-04-30,0.02929577392120275
2013-05-01,0.022191499124553316
2013-05-02,0.024943707278970884
2013-05-03,0.04439124907803649
2013-05-06,0.03893016489029266
2013-05-07,0.047863956604716984
2013-05-08,0.04407292640128757
2013-05-09,0.040835696951119216
2013-05-10,0.0411103897077556
2013-05-13,0.04583366341903816
2013-05-14,0.05100459544658498
2013-05-15,0.06763903480791078
2013-05-16,0.05800714891225711
2013-05-17,0.07351536095749278
2013-05-20,0.06603677158795551
2013-05-21,0.06410136997821025
2013-05-22,0.04258910321766418
2013-05-23,0.035861108957307763
2013-05-24,0.038235202138430235
2013-05-28,0.06937828534661694
2013-05-29,0.046863614530084474
2013-05-30,0.0659789713598562
2013-05-31,0.05781618299520819
2013-06-03,0.05476292814660022
2013-06-04,0.04408320320000003
2013-06-05,0.01907801875292159
2013-06-06,0.027723775118142724
2013-06-07,0.036728134542407975
2013-06-10,0.03828121484908231
2013-06-11,0.020406511195397714
2013-06-12,0.009358009042065296
2013-06-13,0.033904110482909866
2013-06-14,0.01823998311216246
2013-06-17,0.015250055331944345
2013-06-18,0.021211782998454387
2013-06-19,0.00182667044160989
2013-06-20,-0.0272556343262238
2013-06-21,-0.02104913047750212
2013-06-24,-0.037099826662111535
2013-06-25,-0.027996590976739788
2013-06-26,-0.028527428875221195
2013-06-27,-0.02747807256124135
2013-06-28,-0.02677415692284657
2013-07-01,-0.03149082796885938
2013-07-02,-0.03133313035426477
2013-07-03,-0.032201825412266016
2013-07-05,-0.014172206083385985
2013-07-08,-0.00608905667891102
2013-07-09,0.001648866415842054
2013-07-10,-0.004481804112847376
2013-07-11,0.016173672767238356
2013-07-12,0.015582537865579837
2013-07-15,0.031740197896293676
2013-07-16,0.0218480419884457
2013-07-17,0.030360816516198597
2013-07-18,0.05001551979590246
2013-07-19,0.04285197741330582
2013-07-22,0.03173339327564717
2013-07-23,0.030179968602201068
2013-07-24,0.03678053772828571
2013-07-25,0.04820404028224101
2013-07-26,0.03378843256179942
2013-07-29,0.036023173311160006
2013-07-30,0.02862646481084541
2013-07-31,0.020535000870823605
2013-08-01,0.047847322117122726
2013-08-02,0.07648965647239292
2013-08-05,0.07203453659510006
2013-08-06,0.07900376436575662
2013-08-07,0.06478467228027451
2013-08-08,0.058767741609172974
2013-08-09,0.04848753742616507
2013-08-12,0.05179043535253958
2013-08-13,0.049041508713911774
2013-08-14,0.04418000405427236
2013-08-15,0.028419974516513458
2013-08-16,0.01467007015175592
2013-08-19,0.003413736472169804
2013-08-20,1.8174446221763674e-05
2013-08-21,-0.005942047191556665
2013-08-22,-0.010781995907129471
2013-08-23,-0.00993336562297642
2013-08-26,-0.015286758395245181
2013-08-27,-0.027310816774779423
2013-08-28,-0.027336426144505932
2013-08-29,-0.030307127006834356
2013-08-30,-0.034939037632707115
2013-09-03,-0.03288647682216905
2013-09-04,-0.023227541318246225
2013-09-05,-0.01830432048587427
2013-09-06,-0.020754300251442093
2013-09-09,-0.011787345323857501
2013-09-10,-0.0007950763559559926
2013-09-11,0.0018802605478955847
2013-09-12,-0.0013702882593331633
2013-09-13,-0.011061185125584294
2013-09-16,-0.007059881549869362
2013-09-17,-0.0013941475093358635
2013-09-18,0.01658449547412899
2013-09-19,0.01858758382647352
2013-09-20,0.007322651310444295
2013-09-23,0.006160457916389639
2013-09-24,0.00470566102769765
2013-09-25,-0.0008204738466873751
2013-09-26,0.007879499036903992
2013-09-27,0.018316793266262232
2013-09-30,0.015533052114923729
2013-10-01,0.02973156461236992
2013-10-02,0.025127860079927844
2013-10-03,0.021828575560262964
2013-10-04,0.020241912773654613
2013-10-07,0.007586411181244479
2013-10-08,-0.0008028090493116258
2013-10-09,0.01589718629970549
2013-10-10,0.03523028048024468
2013-10-11,0.03969667693422929
2013-10-14,0.04725747893131338
2013-10-15,0.03554769162080418
2013-10-16,0.04141365500895344
2013-10-17,0.04716996766046244
2013-10-18,0.05397025902191843
2013-10-21,0.04363799624449327
2013-10-22,0.041971777991388404
2013-10-23,0.033893187516966794
2013-10-24,0.040780019368713116
2013-10-25,0.04252396662612923
2013-10-28,0.03800071271914285
2013-10-29,0.03941313768851251
2013-10-30,0.021900666791452306
2013-10-31,0.019856749349796976
2013-11-01,0.03025304254106742
2013-11-04,0.03883449050461407
2013-11-05,0.0386173871527582
2013-11-06,0.04591289370779372
2013-11-07,0.02853996287933569
2013-11-08,0.046614443623466784
2013-11-11,0.05372422072939442
2013-11-12,0.0428849209439528
2013-11-13,0.052028789257820174
2013-11-14,0.06669603060318052
2013-11-15,0.06369716296953554
2013-11-18,0.06885547236729916
2013-11-19,0.07999036390076886
2013-11-20,0.07544673339125718
2013-11-21,0.06102585042744435
2013-11-22,0.05962897012788848
2013-11-25,0.053995558369529295
2013-11-26,0.061652672674989306
2013-11-27,0.04977516587402486
2013-11-29,0.041923684616929746
2013-12-02,0.03233019432502138
2013-12-03,0.02893972981328674
2013-12-04,0.021736288899680822
2013-12-05,0.022131508543010492
2013-12-06,0.03026136035324689
2013-12-09,0.027617230915207847
2013-12-10,0.022989490068634932
2013-12-11,0.005795886048702403
2013-12-12,0.0069131012653063095
2013-12-13,0.010691419827066229
2013-12-16,0.014134569939364239
2013-12-17,0.007392795869060942
2013-12-18,0.02704530070523803
2013-12-19,0.02208992212376204
2013-12-20,0.040734865937305687
2013-12-23,0.03240691371115245
2013-12-24,0.034669155805362006
2013-12-26,0.04204927418320348
2013-12-27,0.033333346801346586
2013-12-30,0.028174571456184294
2013-12-31,0.02790595462805645
2014-01-02,0.02257843873405707
2014-01-03,0.02433062813384268
2014-01-06,0.025486016452185734
2014-01-07,0.023403975589105563
2014-01-08,0.018135364158473166
2014-01-09,0.019778319535066258
2014-01-10,0.021977531549022267
2014-01-13,0.0066233800526041
2014-01-14,0.018313081065853165
2014-01-15,0.026364584578405292
2014-01-16,0.028265042097673776
2014-01-17,0.02559662791360995
2014-01-21,0.03292382707585251
2014-01-22,0.022032153382431474
2014-01-23,0.011109433387828327
2014-01-24,-0.006840019546105136
2014-01-27,-0.00037027528068256377
2014-01-28,0.009574767671078677
2014-01-29,-0.0006308693835854751
2014-01-30,0.004281965045844771
2014-01-31,0.0008927377877596676
2014-02-03,-0.03797531720022773
2014-02-04,-0.030061906344764577
2014-02-05,-0.03667117612974813
2014-02-06,-0.02984695556237693
2014-02-07,-0.019800104220324743
2014-02-10,-0.02289880323884863
2014-02-11,-0.011757371411872941
2014-02-12,-0.011846337531816853
2014-02-13,-0.010025119105789515
2014-02-14,0.0036299659781215965
2014-02-18,0.005127317268294629
2014-02-19,0.0010838693312911207
2014-02-20,0.0010338128685392078
2014-02-21,-0.0006748281660026167
2014-02-24,0.005157404522103004
2014-02-25,0.0014926426328387699
2014-02-26,0.014270054803887877
2014-02-27,0.008380119397730867
2014-02-28,0.005988998999153283
2014-03-03,-8.669801488681017e-05
2014-03-04,0.01914944468283175
2014-03-05,0.016276173772896918
2014-03-06,0.017437661536140903
2014-03-07,0.02711575810108746
2014-03-10,0.04852845243362269
2014-03-11,0.048311560177382695
2014-03-12,0.04223149288702932
2014-03-13,0.040660588993556956
2014-03-14,0.026162260152811756
2014-03-17,0.042769224249072035
2014-03-18,0.07483824115037474
2014-03-19,0.06014703278669353
2014-03-20,0.06871845468773463
2014-03-21,0.052491478753297294
2014-03-24,0.03362228596651917
2014-03-25,0.036547709931228356
2014-03-26,0.018029981590877764
2014-03-27,0.016369308859814913
2014-03-28,0.015187224861455961
2014-03-31,0.01833428199710041
2014-04-01,0.02431604867382986
2014-04-02,0.03398497552973323
2014-04-03,0.026628178492962506
2014-04-04,0.015705903880190553
2014-04-07,-0.0013909569773190578
2014-04-08,0.0037070575455988575
2014-04-09,0.014643727103401893
2014-04-10,-0.011438384801677803
2014-04-11,-0.02353384664990099
2014-04-14,-0.008191878099092276
2014-04-15,-0.01650562376998288
2014-04-16,-0.006137228234401326
2014-04-17,-0.006489002739337502
2014-04-21,-0.0032747033461941744
2014-04-22,0.0012678686236267112
2014-04-23,0.004155003924345202
2014-04-24,0.0055722268884697
2014-04-25,0.009239933226901531
2014-04-28,0.015371021559121179
2014-04-29,0.0104904700599735
2014-04-30,0.006249139270930737
2014-05-01,0.012312125493079362
2014-05-02,0.004877113344067929
2014-05-05,0.009718628145226171
2014-05-06,0.005534515422590314
2014-05-07,0.0067484085900355595
2014-05-08,0.012453008412830036
2014-05-09,0.015921743379835984
2014-05-12,0.021010771366077874
2014-05-13,0.013411018007399633
2014-05-14,0.0015963813526627124
2014-05-15,-0.010603441612733078
2014-05-16,-0.005776264386068486
2014-05-19,0.010717976271606755
2014-05-20,0.01506195877194183
2014-05-21,0.019476699690917254
2014-05-22,0.010848281369415735
2014-05-23,0.03679603433512213
2014-05-27,0.052993680709056745
2014-05-28,0.04324790351233654
