Date,CCL,CUK,F,GM,HD,HMC,JCI,LOW,LUV,LVS,MCD,SBUX,TGT,TJX,TM,WMT
2011-03-28,33.254937,34.800051,13.228138000000001,28.895588,33.103351,36.903646,37.400983000000004,24.526584,12.24675,35.144979,64.346731,17.252795000000003,43.815528,23.293132,80.550003,46.637421
2011-03-29,33.020563,34.844146,13.210335,29.12975,34.051741,37.202218,38.06367,24.719347,12.178605000000001,35.73325,64.664177,17.243439000000002,43.470664,23.420934,79.709999,46.699973
2011-03-30,33.688961,35.338015000000006,13.228138000000001,29.551240000000004,33.93432,37.918791,37.764098,24.756062,12.470658,36.531618,65.041673,17.177946,44.443358,23.709673000000002,80.959999,46.789336
2011-03-31,33.298338,34.932339,13.272648,29.064185,33.473675,37.331596999999995,37.736865,24.260391000000002,12.295425999999999,35.481134999999995,65.2819,17.285541000000002,44.222291,23.539269,80.25,46.512316
2011-04-01,33.202852,34.800051,13.495194,30.356758000000003,33.925289,36.64488,38.19984,24.544943,12.334366000000001,36.682888,65.196106,17.425884,44.531787,23.430401,80.510002,46.583806
2011-04-04,33.3157,35.232186999999996,13.842366,30.338025,33.843998,35.669542,37.909344,24.398077,12.129928999999999,36.792136,65.53929000000001,17.182623,44.266507,23.477733999999998,79.480003,47.048483000000004
2011-04-05,33.402503,35.496759000000004,14.05601,30.787615000000002,33.961416,34.614582,37.564386,24.58166,11.876816,37.682947,65.71946,17.028247,44.86781,24.126214,77.629997,47.128908
2011-04-06,33.706322,35.867158,14.002598,30.787615000000002,33.871094,34.087104,37.54623,24.480689,11.828141,37.699754999999996,65.822417,17.023568,45.062346999999995,24.400751,77.349998,47.343371999999995
2011-04-07,33.098688,35.170454,13.824562,30.263095,34.169160999999995,34.037341999999995,37.010633,24.416435999999997,11.487413,37.943467999999996,65.213269,16.794342,43.877427000000004,24.197214000000002,77.209999,47.361245000000004
2011-04-08,32.465013,34.209175,13.646525,29.523142,33.834964,34.485203000000006,36.58397,24.618376,11.370592,37.498061,65.239006,16.733527,43.797841999999996,23.998410999999997,77.879997,46.950185999999995
2011-04-11,32.855632,34.429652000000004,13.228138000000001,28.820656,33.961416,33.878104,36.266245,24.58166,11.467941999999999,36.892984999999996,65.41917600000001,16.602541,43.559089,24.183014,76.5,47.200395
2011-04-12,33.359101,35.29392,13.272648,29.176581,34.105932,33.778577,35.685259,24.866212,11.526353,36.523212,65.77094100000001,16.733527,44.602527,24.168814,77.199997,47.825922
2011-04-13,32.664663,34.720679,13.33496,28.904954999999998,34.024640999999995,34.883297999999996,35.821426,24.700988,11.438737,37.439234,65.96826800000001,16.75224,44.293034000000006,24.263481,77.980003,47.924219
2011-04-14,32.525776,34.694223,13.183629999999999,28.642691999999997,34.178191999999996,35.092298,35.385687,24.866212,11.292711,37.481253,66.1227,16.827089,44.231136,24.201948,77.879997,47.808049
2011-04-15,32.968478999999995,34.994071999999996,13.094611,28.324232000000002,34.476256,35.78897,35.549089,24.829495,11.321916,37.086273,66.388665,17.018891,44.425676,24.339216,77.639999,47.852729
