Date,BA,CNI,DE,EMR,ERJ,GD,GE,HON,NJ,NOC,NSC,PHG,RTN,UNP,UPS,UTX
2013-05-22,92.56590200000001,49.161476,81.33375,53.666703000000005,36.054215,73.25229300000001,21.917663,75.673893,8.88,76.196877,72.79035,27.122846999999997,62.08351,74.52261,82.288833,91.040255
2013-05-23,94.286212,48.675492999999996,81.66159300000001,52.97141800000001,35.385465,72.798137,21.733944,75.341116,8.685,76.567177,72.434951,27.169562,62.56151,73.803823,81.513931,90.32139000000001
2013-05-24,94.522518,48.72361,80.82793000000001,52.786007999999995,35.191628,73.176598,21.614527,75.38865899999999,8.525,77.155865,72.612651,27.206934999999998,62.542768,74.153757,81.0658,89.89575
2013-05-28,94.62649300000001,48.69955,80.87476099999999,53.453483,35.337006,73.678073,21.678829,75.845037,8.415,77.953437,72.584595,27.291021,63.498761,74.593547,80.991109,90.775412
2013-05-29,93.66235999999999,48.86796,81.82083100000001,53.091935,34.687644,73.356372,21.715572,74.922771,8.46,77.735057,71.911215,27.216276,62.889547,74.156577,80.608323,89.971422
2013-05-30,95.03294,49.474239000000004,81.877038,53.592541000000004,35.133475,74.13222900000001,21.678829,75.53128000000001,8.805,79.273232,72.73423100000001,27.206934999999998,63.105118000000004,74.65054,80.627,90.765951
2013-05-31,93.596194,48.728419,81.596025,53.268073,35.152859,72.94951999999999,21.421622,74.599496,8.54,78.228791,71.630638,26.412776,62.458412,73.439373,80.197538,89.763329
2013-06-03,95.221983,49.397253000000006,82.757532,53.536917,35.482387,73.39421999999999,21.715572,74.97030600000001,8.135,78.845963,72.07956,26.805184000000004,62.08351,74.042583,80.524301,90.075468
2013-06-04,94.15388100000001,49.08449,81.633494,52.980691,35.375774,73.053599,21.733944,73.91492099999999,8.195,78.257274,72.014093,26.496864000000002,62.18660799999999,73.961839,80.253552,89.176885
2013-06-05,93.095226,47.57998,80.46261700000001,51.868234,34.891175,72.552131,21.421622,72.92609200000001,7.96,77.336264,70.74215500000001,26.160514000000003,61.389945999999995,72.047723,79.319937,87.97563000000001
2013-06-06,94.295666,47.980987,80.640586,52.211240999999994,34.968713,73.659145,21.476737,73.838863,8.0,78.095862,71.836393,26.67438,61.839830000000006,73.382379,79.133217,87.729701
2013-06-07,96.876127,48.217729999999996,81.315012,53.425672,35.307930999999996,74.860782,21.917663,75.188992,8.3,79.643534,72.397548,26.637009000000003,63.180099,75.106511,80.636338,89.384978
2013-06-10,96.63982,48.063124,80.743623,53.295885999999996,35.259471999999995,74.349851,21.844176,74.808672,8.6,79.520103,72.930639,26.702409999999997,62.748957999999995,74.607794,80.617661,89.04446300000001
2013-06-11,96.176662,47.608968,79.844391,52.313216,34.396885,73.961919,21.660456,74.314261,8.54,78.779499,71.555823,26.310002,62.364688,73.53437199999999,79.964134,88.609363
2013-06-12,95.354313,47.34807,78.982628,51.81261,33.960744,74.084925,21.586969,73.515589,8.435,78.43768100000001,70.751509,26.319345000000002,62.524018999999996,73.296888,79.833428,87.66349
2013-06-13,96.564208,48.092110999999996,80.18160400000001,52.609871,34.367806,73.867303,21.752316,74.456875,8.52,78.675054,72.014093,26.721096000000003,63.42378000000001,74.54604599999999,80.58965400000001,89.186346
2013-06-14,96.252282,47.415709,79.507178,52.044371999999996,34.154585,73.80107199999999,21.605341,74.333274,8.375,78.694041,71.237835,26.356717,63.180099,74.579297,80.206876,88.93095600000001
2013-06-17,97.386549,47.328742999999996,79.44161,52.433733,35.666533,74.160613,21.834989999999998,75.787992,8.46,79.444142,71.509058,27.066788,63.526878,74.08058100000001,80.795051,89.839
2013-06-18,98.379038,47.947167,79.619585,53.156828000000004,37.391711,74.605313,22.349401999999998,76.871899,8.35,79.691012,72.042149,27.272336,63.79868100000001,75.021013,81.625967,90.964584
2013-06-19,96.649275,47.261103999999996,79.694523,52.294675,36.596964,73.327988,22.027894,75.759469,8.015,78.788996,70.564456,26.665039,62.702099,73.93334200000001,80.636338,89.082299
2013-06-20,94.182236,46.309309999999996,77.64314499999999,50.412772,36.315899,72.126358,21.527892,73.848366,7.795,77.830005,68.722023,26.338032000000002,61.96167,72.75541899999999,79.254584,87.35135
2013-06-21,94.503617,45.980771999999995,77.24973299999999,50.765046999999996,35.734377,72.09796700000001,21.629745,74.39983000000001,8.27,77.716063,68.179578,25.852193,61.96167,72.52269,79.74006800000001,87.19055300000001
2013-06-24,92.490282,45.405834000000006,75.872781,50.060494,34.92025,72.3629,21.231595000000002,72.878557,8.34,76.975459,65.89757,25.170151999999998,61.39932099999999,70.93154799999999,79.60935500000001,86.537899
2013-06-25,93.265367,46.265829,77.230995,50.829944,34.711439,72.306125,21.398263,73.829353,8.7,76.633641,67.805477,25.291611,61.221241000000006,72.869414,80.029487,86.812203
2013-06-26,95.231437,46.821445000000004,77.428927,51.274925,35.410716,73.696993,21.527892,75.826024,8.5,77.70656600000001,68.600436,25.478472,61.792965,74.237321,80.683014,87.947255
2013-06-27,97.49997900000001,47.024364,78.182948,51.349087,36.440211,74.435002,21.592707,76.25388000000001,8.595,79.007375,68.73137,25.758763000000002,62.270965000000004,73.781349,81.30853499999999,88.448566
2013-06-28,96.82887,46.995373,76.580648,50.561099,35.828340999999995,74.113309,21.472337,75.436194,8.76,78.618087,67.945766,25.403728,61.971045,73.277886,80.739036,87.909419
2013-07-01,97.585045,47.285262,76.637197,51.312005,36.080861,74.756703,21.611226000000002,76.36797800000001,8.71,79.140304,67.908355,25.805479000000002,62.471952,73.819348,81.271196,89.611986
2013-07-02,95.912,47.406048,76.250763,51.367629,35.38158,74.394591,21.203816,74.04803199999999,8.7,78.019901,67.56231,25.599930999999998,61.262209,73.714854,80.860403,88.72287
2013-07-03,97.25421800000001,47.285262,76.335588,51.163677,35.857476,74.651877,21.213076,74.647039,8.765,78.741518,67.01987199999999,25.487814999999998,61.574098,73.762354,80.440279,89.602532
2013-07-05,98.49246099999999,47.319082,76.759731,52.313216,35.770070000000004,75.681034,21.518632999999998,76.120769,8.83,79.709999,67.646486,25.982995000000003,62.226220999999995,74.79777800000001,81.728666,91.305099
2013-07-08,98.653155,47.034026000000004,76.674899,52.58206,35.925465,75.966913,21.592707,76.70075600000001,8.705,80.79242099999999,68.142167,26.141827,63.171333999999995,74.213571,82.484892,91.730746
2013-07-09,98.946172,47.695934,79.087784,53.40713100000001,36.653881,76.10032199999999,21.870488,77.38533000000001,8.7,81.210201,69.573095,26.281971999999996,63.738406999999995,75.71446800000001,83.773285,92.71444699999999
2013-07-10,99.72125600000001,47.526834,78.107551,52.934335,36.090571000000004,76.805482,21.796413,77.214187,8.75,82.51101,68.665903,26.375403000000002,64.437789,74.869027,84.249424,92.4969
2013-07-11,101.025665,48.381997,79.408241,53.648161,36.381937,78.56838499999999,22.166785,78.50726999999999,8.905,83.318078,70.087484,27.160219,65.571921,75.690718,85.379097,94.29406
2013-07-12,96.290092,48.773342,79.11605899999999,53.045584,36.683015999999995,78.711325,22.000117000000003,78.317114,8.955,83.574438,70.33064399999999,27.384451000000002,65.65698499999999,76.350922,80.402934,94.426482
2013-07-15,99.872496,48.787839,79.568469,53.184638,37.595963,79.626129,21.879745,78.250559,9.015,83.802322,70.7328,27.618027,66.195699,75.89970500000001,79.805421,94.814286
2013-07-16,98.520824,48.628401000000004,79.134906,53.036311,37.217187,79.102026,21.69456,77.99383900000001,9.075,82.80535,71.228488,27.823576,65.742042,75.624223,80.272228,94.57781800000001
2013-07-17,99.050147,48.947274,78.795594,53.147558999999994,37.770783,79.025791,21.796413,78.383669,9.16,83.175652,71.518412,28.169266999999998,65.647532,75.842704,80.897749,95.40073000000001
2013-07-18,101.734583,49.058398,78.852151,53.527648,37.751358,79.7786,21.879745,78.88759,9.12,83.669393,72.612651,28.262697999999997,65.87435699999999,76.640652,82.018084,95.854744
2013-07-19,101.10128399999999,49.164691,79.219738,54.510315000000006,37.693087,80.426587,22.88901,79.458067,8.975,83.89726999999999,73.024162,28.72985,65.968874,77.590586,82.23281899999999,96.93304599999999
2013-07-22,101.006763,49.053566,79.907781,55.863801,38.091288,80.26459200000001,23.018642,78.954146,9.06,83.97323100000001,72.369484,29.365177000000003,65.562475,77.552587,81.79401800000001,96.58307099999999
2013-07-23,101.885823,47.787732,79.078356,55.835991,36.935532,80.074003,22.879751000000002,79.172825,9.665,84.277069,71.892513,29.010140000000003,65.88381,76.78314300000001,81.70065799999999,99.43015
2013-07-24,101.09183,47.985819,77.843636,55.62277099999999,36.168271000000004,81.29374200000001,22.796418,78.925623,10.2,85.73929,69.825616,30.075246000000003,65.921615,75.709714,81.205844,99.307182
2013-07-25,100.855524,48.483456,78.135825,55.391009,36.547046,81.76067900000001,22.861233,78.773492,10.48,85.843735,69.273816,30.336854,65.921615,76.03269499999999,81.0658,99.11801
2013-07-26,99.815777,48.580087,78.05099399999999,55.437360999999996,34.2841,81.817852,22.824195,78.802015,10.31,85.986153,69.133527,30.103278000000003,66.16734699999999,75.709714,81.215175,99.288267
2013-07-29,99.06904899999999,48.739521999999994,78.248925,55.41881899999999,34.6823,81.017394,22.676046,78.687924,10.14,86.774235,69.077415,29.879043,67.055748,74.674289,81.047124,99.382853
2013-07-30,99.938661,48.59941,78.21123,56.077025,33.895613,81.617739,22.666787,78.916113,10.25,86.346965,68.78749,29.570722999999997,67.310932,75.38674,80.673683,99.855789
2013-07-31,99.343165,48.246717,78.296054,56.892823,32.992378,81.322328,22.564936,78.8971,10.14,87.410394,68.909941,29.701527000000002,67.896898,75.32499200000001,81.03779300000001,99.855789
2013-08-01,100.855524,48.720196,78.27720699999999,57.986738,33.264317999999996,82.723124,22.796418,80.399353,10.415,88.38837099999999,71.58495400000001,30.280794,69.720965,77.310357,82.19547299999999,101.37864499999999
2013-08-02,101.989798,48.526941,78.607091,57.986738,33.060363,83.371111,22.870493,80.513452,10.625,90.097463,71.11399999999999,30.056559999999998,71.497782,77.595333,82.083437,101.936707
2013-08-05,101.611707,48.087278999999995,78.041574,57.792058999999995,32.681587,83.5617,22.703825,80.37083100000001,10.595,90.600693,70.47350300000001,30.187365000000003,71.90418100000001,76.930382,82.027422,100.867873
2013-08-06,101.17690400000001,47.874694,76.533518,57.838411,31.972593,83.228172,22.509379,80.019041,10.63,90.08796600000001,69.63520600000001,30.037877,71.63009699999999,75.994697,82.11144399999999,99.505814
2013-08-07,101.048721,47.512337,76.335588,57.143126,31.836622,82.923237,22.537157,79.534132,10.595,90.98998900000001,69.785907,29.851015000000004,72.18771,75.557728,82.046091,100.29089
2013-08-08,100.49799399999999,48.048626,77.589156,57.764249,32.594177,82.923237,22.527898,79.401021,10.425,90.7811,70.087325,30.093933000000003,72.584663,76.25593,82.27016400000001,100.508444
2013-08-09,100.01374,47.671775,77.042486,57.384159999999994,32.701008,82.827946,22.453823,79.22036800000001,10.52,90.667158,69.682304,30.318167,72.754784,75.89495,81.980739,99.903086
2013-08-12,98.978751,47.522002,78.588236,57.940386,32.778708,81.732085,22.472342,79.324956,10.455,90.13544300000001,70.030805,30.308821999999996,71.84746899999999,75.600473,81.943393,99.827414
2013-08-13,100.86831600000001,47.879527,79.087784,57.856952,32.467917,81.95125999999999,22.407526999999998,79.572165,10.505,90.448778,69.974293,30.168678999999997,72.584663,76.084941,81.88737900000001,101.019216
2013-08-14,98.902794,47.362563,77.608003,57.922274,31.516121000000002,81.274687,22.287155,79.248891,10.42,90.078476,69.48449699999999,30.206052000000003,72.20661700000001,75.32499200000001,81.644637,99.8737
2013-08-15,97.54496999999999,47.217622999999996,79.51191999999999,56.811795,30.826553000000004,79.864359,22.222341,77.974827,10.205,89.053021,69.277284,30.056559999999998,71.450524,74.465303,80.826593,97.905886
2013-08-16,98.247618,47.550989,79.276287,57.175732999999994,31.486982,79.807186,22.176045000000002,78.318832,10.25,89.271401,69.701139,30.140646999999998,72.527952,75.011512,80.911222,97.991447
2013-08-19,99.434527,47.063016999999995,79.66272099999999,57.035755,32.594177,80.188357,22.083451,77.84104599999999,10.38,89.005544,68.71213399999999,30.028532000000002,72.159358,74.322811,80.939429,97.56365699999999
2013-08-20,99.34906600000001,46.686162,78.46571,57.446355000000004,32.429068,80.150239,21.963079,78.089497,10.36,89.005544,68.77806700000001,29.794956,71.87582900000001,74.303816,81.146292,97.345015
2013-08-21,98.665412,45.806841,77.76823900000001,56.811795,32.458203000000005,79.76906899999999,21.861228,77.00014300000001,9.995,89.252414,68.307113,29.533352,71.715154,73.558114,80.94882700000001,96.67956600000001
2013-08-22,99.833327,46.294817,78.46571,57.884946,32.273672,80.521878,22.018635999999997,77.181697,9.925,89.280898,69.465662,29.925758000000002,72.442895,75.329746,81.766874,97.877368
2013-08-23,100.15616999999999,46.594367,78.70134300000001,57.819624,32.759283,80.6267,22.018635999999997,77.783713,10.115,89.793625,70.134416,30.084590999999996,73.388008,75.07326,81.964332,97.72527
2013-08-26,100.203642,46.227177000000005,79.898354,57.623656999999994,32.409643,80.274116,21.861228,77.449264,9.835,89.774638,70.31338000000001,29.851015000000004,72.792582,74.346561,81.99254,97.249953
