Date,BHI,BP,CAM,CEO,COP,CVX,E,EPD,HAL,OXY,PTR,SLB,SNP,STO,TOT,XOM
2010-12-29,53.878317,34.375057,50.830002,195.71421899999999,41.960879,76.626727,32.854169,8.139413000000001,38.493119,83.102612,106.79566100000001,76.865326,58.06940600000001,18.836349,40.768446000000004,63.970209
2010-12-30,53.849887,34.328127,50.57,191.769857,42.004123,76.819611,32.816579,8.216274,38.795840999999996,81.91099100000001,106.977625,76.61716899999999,58.032495999999995,18.844334,40.548161,63.961489
2010-12-31,54.18159,34.547126,50.73,195.87856499999998,42.065895000000005,76.526088,32.884242,8.200508000000001,38.625563,82.322179,108.75590600000001,76.74584399999999,58.869175,18.980078,40.624121,63.752238
2011-01-03,54.29532,35.313626,50.52,200.60358,42.152371,77.104753,33.072195,8.208392,38.549881,82.238261,109.831131,76.883712,60.062679,19.211639,41.224216,64.999034
2011-01-04,52.98745400000001,36.181799,49.470001,198.13835500000002,41.93,76.819611,33.245111,8.23007,37.414669,81.113793,109.40931200000001,75.027102,61.096231,18.876273,41.695176000000004,65.304192
2011-01-05,53.063274,36.369514,49.18,197.65353000000002,41.72615,76.68543199999999,33.440581,8.287223,37.291686,81.415879,109.781507,75.909449,61.348459,18.956122,41.429312,65.129811
2011-01-06,51.96391,36.158335,48.790001000000004,196.396266,41.367884000000004,76.056451,33.500727000000005,8.269486,36.156478,80.94595799999999,108.383699,74.016081,60.542539,18.644712,41.140658,65.54831899999999
2011-01-07,53.641385,36.041016,48.68,193.429778,41.454359000000004,76.47577199999999,33.260146999999996,8.295107000000002,36.37406,80.71937700000001,107.862632,74.962765,60.930129,18.724560999999998,40.669699,65.905789
2011-01-10,53.091705000000005,36.001907,48.68,197.513836,41.312288,75.821632,33.079710999999996,8.316786,36.109175,80.383707,108.201748,74.153949,60.702496999999994,18.644712,40.259507,65.504722
2011-01-11,54.740749,36.627621000000005,51.57,202.879808,42.109133,77.012502,33.342844,8.391676,37.253849,81.331962,110.12888899999999,75.60614699999999,60.973183,18.924184,40.502583,65.992982
2011-01-12,55.688477,37.300259000000004,52.130001,205.213551,42.430338,77.53245600000001,34.245019,8.454742,37.736312,81.818688,112.42823700000001,77.618998,62.099012,19.227609,41.778733,66.76895999999999
2011-01-13,55.404159,37.18294,51.650002,204.473989,41.547017,77.306025,35.049457000000004,8.47642,37.111946,80.912388,113.08165600000001,77.756866,62.357403000000005,19.283503,42.561134,66.882302
2011-01-14,56.465617,38.520399,52.23,203.167422,41.831165999999996,77.85114399999999,35.823825,8.561164999999999,37.830915000000005,81.667631,114.181706,79.88001899999999,62.295885,19.50708,43.381518,67.86753
2011-01-18,56.200251,38.504756,51.75,202.403196,42.059713,78.287235,35.327628999999995,8.565106,37.878215000000004,82.69981700000001,114.934374,79.742151,61.902151,19.602898,43.37392,68.626072
2011-01-19,55.669526,37.699152000000005,50.259997999999996,202.016977,41.862046,77.968553,35.312593,8.472479,37.121408,82.464843,114.92609399999999,79.282595,63.36634,19.251564000000002,43.25998,68.216285
2011-01-20,55.451544999999996,37.206403,50.200001,198.458833,41.516134,77.750505,35.28252,8.310872999999999,36.951126,80.904003,113.412493,78.381862,63.169479,19.020001,43.389113,67.789064
2011-01-21,55.887502000000005,37.23769,50.279999,196.24835900000002,41.794101,78.647851,36.049368,8.369997,37.074104999999996,82.213091,112.61848,76.72746500000001,62.529667,19.467154999999998,44.087959000000005,68.861485
2011-01-24,55.442069,37.605296,51.27,199.592841,42.065895000000005,78.916217,36.432790999999995,8.47445,37.414669,81.550158,113.056844,77.43517800000001,62.511204000000006,19.682747,44.657669,68.52144399999999
2011-01-25,59.062389,36.924832,50.32,196.067575,41.682913,78.899447,36.425274,8.480362,38.029576,81.52498100000001,110.93946000000001,76.51606600000001,62.277427,19.323428,44.581706,68.599917
2011-01-26,62.540548,36.572869,53.349998,197.218008,42.776255,79.369084,36.485417,8.634085,41.056807,81.348753,112.60193400000001,80.376334,64.227634,19.554989000000003,44.817187,69.454367
2011-01-27,63.185003,36.510298999999996,52.459998999999996,194.161128,42.862737,79.46133499999999,36.703443,8.680032,40.839221,81.373924,112.60193400000001,79.025245,65.488812,19.547004,45.196993,69.646176
2011-01-28,63.77259599999999,36.142692,52.48,181.185832,43.585454999999996,78.304012,35.342663,8.618103,41.510891,78.722165,110.33566499999999,79.65942700000001,64.362977,19.307458,43.90565,68.870199
2011-01-31,64.928825,37.128190000000004,53.299999,182.96901,44.141389000000004,79.612291,35.711052,8.702007,42.57042,81.130571,115.190774,81.79176700000001,67.808144,19.499095,44.642476,70.343687
2011-02-01,64.966735,37.52708,53.68,188.17884899999999,44.295818,80.69414,37.575545,8.709997,43.052883,83.018695,118.71423200000001,82.389191,68.09728199999999,20.936374,46.359201,73.159879
2011-02-02,64.843526,36.862263,56.080002,186.71615,44.542902000000005,80.912189,37.350002,8.731972,44.093496,82.792113,117.539746,81.87449000000001,67.765072,20.401387,46.10853,72.723936
2011-02-03,65.09048,36.432086,56.990002000000004,186.822981,44.493482,81.608257,37.154529,8.700009,44.254315999999996,82.389318,117.572825,82.196178,67.80198100000001,20.193781,45.394492,72.75009200000001
2011-02-04,64.406616,36.001907,57.009997999999996,186.89693400000002,44.271111,81.44053100000001,37.131976,8.708,43.440746999999995,81.82708000000001,117.159273,82.104268,68.263396,19.986174,45.007090000000005,72.610587
2011-02-07,65.03349399999999,36.4008,56.959998999999996,182.98543600000002,44.654084999999995,81.901787,37.011686,8.749951,43.686712,81.85225799999999,115.25694399999999,82.563824,66.897628,19.658793,44.862765,73.177313
2011-02-08,64.340129,36.596334999999996,56.5,180.37230300000002,44.474951000000004,81.968873,37.402628,8.520216,42.542041,82.03687,116.505866,81.856104,68.835533,19.778566,45.280551,72.730312
2011-02-09,63.32383299999999,36.170155,56.25,173.091671,43.647227,80.71091,37.350002,8.528205999999999,41.577111,81.608891,112.20492800000001,81.332211,65.242722,19.051942,44.94632,72.353425
2011-02-10,63.798738,36.249076,56.68,173.272455,43.288951000000004,81.096685,37.395111,8.51622,42.371759000000004,83.018695,110.50936200000001,83.29911,64.29530799999999,18.724560999999998,44.923532,72.923132
2011-02-11,63.76074499999999,36.146476,56.540001000000004,175.943116,44.215516,80.887024,37.259785,8.522213,42.229856,83.698419,110.633423,83.060146,64.965879,18.924184,44.680456,72.59007199999999
2011-02-14,64.397123,36.848886,58.84,177.175728,45.568294,81.917861,37.304891999999995,8.640077999999999,43.175866,84.965559,111.890624,85.01406,65.236571,19.139774,44.665264,74.42191899999999
2011-02-15,63.637271999999996,37.133007,58.380001,175.030982,45.401516,81.40244200000001,37.297375,8.717988,43.081266,86.49284300000001,111.741752,85.106225,64.62751800000001,19.027987,44.596897999999996,72.72154499999999
2011-02-16,66.15427,37.330313000000004,59.02,179.953219,46.297194,81.672832,37.620653999999995,8.725978999999999,44.925985,88.12920799999999,113.544832,86.64540500000001,66.12863,19.554989000000003,44.855167,73.352612
2011-02-17,67.616978,37.961692,59.619999,181.728172,47.063725,82.103751,37.673281,8.755945,45.815233,88.825717,114.04936599999999,86.977204,66.516201,19.666777,45.166608000000004,73.519139
2011-02-18,67.275046,37.827525,59.18,180.635267,47.749235,83.413426,37.816124,8.789906,45.51251,90.101256,112.02296399999999,87.59471500000001,67.297513,19.674762,45.379302,74.062559
2011-02-22,65.422912,37.117222,57.700001,184.357755,47.743004,84.765344,35.094567,8.729975,44.084034,85.712416,110.517629,85.631579,63.237148,19.874384,44.277862,74.886452
2011-02-23,66.9901,37.551297999999996,58.360001000000004,185.195923,48.964468,86.412993,35.28252,8.584142,44.784082,86.400533,110.60034399999999,85.62236,63.157171999999996,20.593025,44.94632,76.315112
2011-02-24,65.479906,37.393452,57.669998,184.776839,48.160544,86.210207,35.914041999999995,8.630089,43.090725,85.39353100000001,109.36795500000001,82.62696,61.360772,20.86451,45.424877,75.350985
2011-02-25,67.911417,37.961692,59.720001,186.740801,48.160544,86.26935300000001,36.402716999999996,8.672041,44.490818,86.51801999999999,111.055254,85.576274,62.375859999999996,20.848541,45.789491,74.798799
2011-02-28,67.48400500000001,38.253707,59.130001,187.636497,48.528233,87.663521,36.725997,8.709997,44.490818,85.569765,112.75908600000001,86.101621,63.120263,21.072117000000002,46.564296999999996,74.96533199999999
2011-03-01,65.736351,37.56708,57.740002000000004,187.562543,48.503307,86.94531500000001,36.071921,8.654062,43.912649,84.101215,111.84100000000001,84.332032,63.009528,21.104058,45.234974,74.325505
2011-03-02,65.356426,37.677574,60.459998999999996,189.994904,48.765048,87.426936,36.372647,8.654062,43.922126,84.579542,114.214785,83.861983,61.46535600000001,21.263754000000002,45.629973,74.57091899999999
2011-03-03,66.686161,38.048507,62.07,187.61184599999999,49.575199,88.035301,37.004169,8.65606,44.964729999999996,86.778164,116.20810800000001,85.576274,62.22206,21.591136,46.693433,75.219512
2011-03-04,66.23025600000001,38.324737,61.98,187.710451,49.843177000000004,87.663521,37.071832,8.610111999999999,44.396037,86.55996800000001,115.174228,84.239868,61.336158,22.094182999999997,46.784585,74.57091899999999
2011-03-07,65.973804,38.001155,61.950001,189.781243,49.357081,87.03826,37.004169,8.564165,44.016907,86.878853,114.330579,83.179955,61.053164,21.918516,46.176895,74.255385
2011-03-08,65.498899,37.732819,61.16,192.36973700000001,48.808669,87.680417,37.417665,8.494245,43.334476,85.066601,117.5232,82.811289,63.483231999999994,21.639045,46.002185,74.150205
2011-03-09,64.900521,37.417128000000005,60.34,192.065684,48.634172,86.303152,37.116939,8.378378,42.907955,85.024459,116.009599,81.613134,63.144870999999995,21.455393,45.660358,73.957379
2011-03-10,63.399818999999994,36.035985,57.580002,187.422848,46.851836,83.717608,36.372647,8.234544,41.467264,82.124836,114.702773,77.981785,62.03134300000001,20.760707,44.429784999999995,71.327939
2011-03-11,65.527392,36.107015999999994,59.040001000000004,187.907673,47.549812,84.43581400000001,36.507973,8.206576,42.140217,83.237476,115.306568,79.484091,62.33279399999999,21.104058,44.688054,71.976539
2011-03-14,66.15427,35.570343,59.490002000000004,188.81159399999999,47.263148,85.170923,36.139585,8.210571,42.708913,83.465069,114.405028,78.67303100000001,62.751137,21.064132,44.460167999999996,72.204419
2011-03-15,66.88561999999999,34.544352,59.560001,183.55244,46.727202,85.534251,35.493026,7.8929350000000005,41.713696,82.58000799999999,112.436516,78.156903,62.000583999999996,20.385417999999998,43.275172999999995,71.33670500000001
2011-03-16,64.04569000000001,34.133955,57.900002,179.090388,45.954431,84.080937,34.117212,8.00281,40.699525,80.86047099999999,110.25296200000001,76.590074,60.068829,20.712798,41.786328000000005,69.513625
2011-03-17,66.03079,35.262546,59.73,183.58531599999998,47.811559,86.38764599999999,35.275,8.190594,42.045435999999995,82.48729300000001,112.196649,80.230641,60.690194999999996,21.487332000000002,43.313153,71.13511899999999
2011-03-18,65.061987,35.601913,59.099998,182.23766,46.957778999999995,86.860822,35.387772999999996,8.146644,41.884304,82.88345600000001,110.525908,79.198378,59.785842,21.639045,43.738537,70.863405
2011-03-21,67.066087,36.146476,60.900002,190.003117,48.32881,88.880251,36.169658,8.42033,43.343953000000006,85.117174,114.653149,82.700694,60.751713,22.221941,44.900745,72.607599
2011-03-22,67.066087,36.099125,60.0,192.87099999999998,48.123152000000005,88.91405,36.237321,8.466277999999999,43.315519,84.425986,115.22385200000001,81.815893,60.585611,21.902546,44.953917,72.362185
2011-03-23,67.654971,36.485843,58.82,195.936093,48.945772,89.125287,36.252357,8.444303,43.969516,84.375413,117.97811000000002,81.567048,61.576091000000005,22.070228,45.075455,72.397245
2011-03-24,67.74045100000001,36.943595,58.77,200.126968,49.66868,89.040787,37.011686,8.530204,43.571432,84.114115,119.17740800000001,81.198382,62.191301,22.325744,45.888241,72.51119200000001
2011-03-25,67.512499,36.990946,59.080002,198.080839,50.005206,90.223718,36.59819,8.548184,43.637778999999995,85.007592,118.954099,80.08317199999999,62.271276,22.014333999999998,45.523627000000005,73.291259
2011-03-28,70.05799,36.335891,58.59,195.0897,49.587666999999996,89.598457,36.447827000000004,8.518218,45.400731,85.024459,118.02773400000001,83.345855,60.634816,21.750833,45.379302,73.159785
2011-03-29,70.437915,35.341467,58.950001,201.449973,49.114038,90.722241,36.80118,8.56816,46.443335,87.48575600000001,120.96395600000001,86.967985,61.3177,21.750833,45.835069,72.966959
2011-03-30,70.190963,35.183625,57.84,206.298256,50.28564,91.263008,37.004169,8.614107,46.917246999999996,87.460473,124.396432,86.31360600000001,62.11746899999999,21.886576,46.131316999999996,74.053792
2011-03-31,69.744551,34.836364,57.099998,207.933514,49.768392,90.823631,36.936506,8.602122,47.239507,88.075793,125.92658,85.95415899999999,61.877542000000005,22.070228,46.313626,73.738259
2011-04-01,68.775748,36.035985,56.639998999999996,215.411381,49.656212,91.524941,37.658244,8.630089,46.765595000000005,87.915639,127.597333,86.359685,62.33279399999999,22.724989,46.906123,74.220325
2011-04-04,68.975207,36.217507,56.889998999999996,222.396186,49.656212,91.448898,37.943934000000006,8.630089,46.917246999999996,87.25816999999999,128.920692,85.502539,62.732679000000005,23.132217999999998,46.860546,74.386859
2011-04-05,69.33613199999999,36.880455,56.73,221.25395299999997,50.055065,92.378342,37.793571,8.646071000000001,47.135246,86.592265,127.952982,85.594711,62.665009999999995,23.267961,47.004874,74.86891899999999
2011-04-06,67.645471,36.983055,55.299999,217.145244,50.123614,91.81222700000001,37.898824,8.684028,45.884119,85.167746,129.25980800000002,84.737566,63.85850799999999,23.363781,46.860546,74.658565
2011-04-07,67.645471,37.054086,55.150002,218.17242099999999,50.104915000000005,92.048812,37.816124,8.686025,45.713511,85.243608,128.292098,84.442634,64.14765200000001,23.124233,46.769393,75.166925
2011-04-08,67.977903,36.888349,55.490002000000004,218.55864100000002,50.34796,92.657177,38.522828999999994,8.600124000000001,45.61873,87.426754,127.986073,83.732951,64.60906700000001,23.619297,47.232757,75.33345200000001
2011-04-11,65.831331,36.833101,53.540001000000004,212.42845499999999,49.930421,91.068667,38.15444,8.56816,44.481342,84.645142,129.392147,81.843549,64.387585,23.044385000000002,46.974489,74.641039
2011-04-12,64.15966999999999,35.751864000000005,52.849998,206.199639,48.085768,88.02685,37.725908000000004,8.47227,42.974303000000006,81.678093,122.940734,79.484091,63.581665,22.26985,46.169298,72.90560500000001
2011-04-13,64.88152099999999,35.830788,53.57,209.634526,48.397358000000004,87.71421600000001,37.462775,8.49025,43.135431,81.669663,124.619754,79.069346,64.061525,22.205970999999998,45.964202,72.888079
2011-04-14,65.831331,35.941278999999994,53.369999,208.558046,48.783743,88.618312,37.583064,8.498241,43.73256,82.225994,125.190458,79.281324,63.317122999999995,22.421564,45.941414,73.133492
2011-04-15,66.942614,35.483528,53.349998,209.166127,49.307231,89.767444,37.334965000000004,8.594130999999999,44.37708,83.245906,125.86041000000002,79.87119399999999,63.230996999999995,22.469473,45.880646999999996,73.878499
2011-04-18,67.161066,35.096809,53.110001000000004,202.657934,48.366203999999996,88.297234,36.124548,8.550181,44.680384000000004,81.812958,122.24597,78.110817,62.012885,21.487332000000002,44.125939,72.83548499999999
2011-04-19,69.355125,35.262546,54.02,200.521413,48.702727,89.057689,36.4779,8.586139999999999,46.452812,83.20376999999999,122.10536299999998,79.382707,62.437378,21.694939,44.37661,73.449025
2011-04-20,70.285942,36.233290999999994,54.880001,207.473341,49.849405,91.094015,37.688317,8.644072999999999,47.087855,85.016029,125.31451799999999,81.004834,63.034124,22.158062,46.062952,75.070512
2011-04-21,70.741854,36.327998,54.529999,210.448054,50.310575,91.364398,38.064223,8.658057000000001,47.846113,84.737864,125.711537,82.746773,63.34173199999999,22.397607999999998,46.412374,75.692812
2011-04-25,70.038989,36.288537,54.139998999999996,207.90065,50.154773999999996,90.764485,38.176992999999996,8.721983999999999,47.988288,84.61985200000001,125.21526999999999,81.152303,63.034124,22.389625,46.564296999999996,75.570105
2011-04-26,70.342928,36.556872999999996,54.549999,208.114298,50.609707,91.888269,38.665672,8.75195,48.301068,86.743996,124.48741399999999,82.461061,62.708071,22.493428,46.71622,76.621879
2011-04-27,73.401318,36.722609999999996,54.439999,206.018867,49.749693,92.074159,39.78587,8.773823,47.86507,86.819858,123.122698,82.378107,62.24666800000001,22.996475,48.091121,76.937412
2011-04-28,74.08518199999999,36.525304,52.200001,203.241376,48.266492,91.938964,40.086596,8.788,47.637591,88.61525,120.59176200000002,82.129262,61.35461,23.188114000000002,48.46333,76.55175899999999
2011-04-29,73.524798,36.414813,52.720001,204.983465,49.163888,92.471287,40.402358,8.763696000000001,47.846113,96.336316,120.409798,82.719125,61.994427,23.403704,48.789967,77.112712
2011-05-02,70.570888,36.241182,52.48,204.375384,48.278951,91.406648,39.958789,8.571288000000001,46.367508,97.558539,119.64058500000002,80.912669,61.440748,23.180129,48.569676,76.22746500000001
2011-05-03,69.307639,35.357252,50.790001000000004,202.000551,46.446756,89.708298,39.575363,8.35255,45.391251000000004,94.102598,116.67956299999999,79.124643,60.561003,22.437534,47.939198,75.044219
2011-05-04,68.595281,35.025779,48.700001,196.774273,45.898345,88.449325,39.109241,8.283688,44.879426,91.784602,114.711052,78.147684,59.650493000000004,21.798742,47.134007000000004,74.334265
2011-05-05,66.377615,34.315476000000004,48.209998999999996,189.82233300000001,44.851375,86.708731,37.846197,8.210775,44.405514000000004,89.314868,110.31913200000001,76.35044,59.04144,20.832570999999998,45.310937,72.41477900000001
2011-05-06,65.930274,34.946855,48.07,190.49616699999999,45.455878999999996,86.928413,37.312412,8.376854,44.234905,89.70261500000001,111.568054,76.18454799999999,59.712011,20.752722,44.847572,72.47613199999999
2011-05-09,68.195531,35.412496999999995,49.509997999999996,192.986043,45.941973,87.950801,37.417665,8.401158,45.552383,90.596099,112.71772800000001,77.041686,60.142654,21.040179000000002,45.250166,72.90560500000001
2011-05-10,68.766602,35.499313,49.810001,195.558086,46.490387,88.17894100000001,37.943934000000006,8.403184,45.865162,90.174646,114.26440900000001,77.871183,60.973183,21.263754000000002,45.865454,73.045839
2011-05-11,66.215813,35.021315,48.52,192.254694,45.194139,86.40454799999999,37.372555,8.386981,44.00743,87.35088499999999,112.370346,75.806663,59.871968,20.736752,44.764014,71.50330799999999
2011-05-12,67.005798,34.718585,48.830002,194.56378600000002,44.570941999999995,86.827023,37.184602000000005,8.247232,44.206472,86.895713,112.949316,76.97717,60.462563,20.728767,44.467765,71.44160699999999
2011-05-13,65.930274,34.200752,49.650002,191.876687,44.514852000000005,86.51438900000001,36.350091,8.267485,43.599866,86.280394,111.79964199999999,76.230626,59.951944,20.561085000000002,43.639787,71.282946
2011-05-16,65.45438,33.82632,48.889998999999996,190.51692,44.514852000000005,85.889128,36.177175,8.133811999999999,43.059607,85.134027,111.17931399999999,75.751366,59.890426,20.481236,43.465076,70.727627
2011-05-17,65.54004499999999,34.097184999999996,47.77,190.17531,44.583407,85.497452,36.259873999999996,8.020392,42.964826,85.471194,111.51843000000001,75.63154499999999,59.472083999999995,20.505191,44.110746,70.87747900000001
2011-05-18,67.405546,34.471618,48.009997999999996,195.13278,45.374863,87.583584,36.613227,8.251282000000002,44.509775,86.145523,113.42903799999999,77.189155,59.964245,20.824586,44.163063,72.04980400000001
2011-05-19,67.1676,34.965548,48.040001000000004,194.96614499999998,45.720752000000005,88.443584,36.928986,8.441664999999999,44.452908,84.611423,112.560577,77.032475,60.234931,20.968314000000003,44.975111,72.569863
2011-05-20,66.739298,35.849845,48.16,193.558054,45.664159000000005,87.336653,36.162138,8.423437,44.718297,84.628289,112.85106999999999,76.95874,59.828902,20.638236,44.287994,71.899959
2011-05-23,65.368723,35.077081,47.0,190.791874,44.859168,86.314875,35.297502,8.348499,43.751517,83.40606,111.65196599999999,75.649982,58.783049,20.013087,43.491559,71.106651
2011-05-24,66.9011,35.347946,46.950001,193.408086,45.223924,87.08120500000001,35.552946,8.318119,45.0216,86.398398,111.778627,76.755973,58.61079599999999,20.379841,43.436902,71.653153
2011-05-25,70.222835,35.618812,47.77,196.274257,45.261657,87.915662,35.645833,8.395082,47.26794,87.848213,112.969292,77.502517,58.856874,20.4882,43.311971,72.243724
2011-05-26,70.90812199999999,36.152578000000005,48.330002,198.715494,45.494353000000004,88.009325,35.676797,8.399133,48.016721000000004,88.497252,114.337282,78.51635,59.687402,20.788272,43.65553,72.622748
2011-05-27,69.918263,36.280044000000004,47.369999,202.606483,45.683015999999995,87.881601,36.063831,8.433564,47.61793,89.829042,117.85015800000001,78.30374499999999,60.148805,21.205037,43.975665,72.834295
2011-05-31,70.365604,36.837709000000004,47.66,208.78041399999998,46.047781,89.329127,37.031416,8.433564,47.61793,90.90796999999999,121.70080700000001,79.237365,61.42844100000001,21.955215,44.967304,73.574717
2011-06-01,68.500103,36.120711,45.959998999999996,203.42300500000002,45.494353000000004,87.268532,36.241865999999995,8.332296000000001,46.554476,87.393034,119.61503700000002,76.898699,60.302611999999996,21.063337,43.952242,72.305425
2011-06-02,70.051513,35.849845,46.09,204.631138,45.374863,86.10200400000001,36.396679999999996,8.362677,47.61793,87.48575600000001,120.417266,77.915509,61.379218,21.296725,43.905392,71.688412
2011-06-03,70.984267,35.555081,46.27,200.45685500000002,45.525802,85.999824,36.435383,8.451792,47.741364000000004,87.831347,118.230154,78.60879,60.942424,21.238378,43.593066,71.55619300000001
2011-06-06,68.747569,35.005381,44.790001000000004,197.807321,44.601321,84.875866,35.854832,8.338372,45.614463,85.926373,116.710171,76.778526,60.376437,20.838282999999997,43.0543,70.771702
2011-06-07,69.08069300000001,35.053182,45.290001000000004,199.548682,44.569873,84.697055,36.249609,8.198623,45.671431,85.52176700000001,117.605276,76.612138,60.370286,20.829947,43.56964,70.516081
2011-06-08,69.18539,34.646885,44.560001,199.607012,44.940922,85.10576400000001,36.087052,8.218877,45.282132,86.783422,117.43639099999999,77.397862,60.535410999999996,20.496535,43.319778,71.185986
2011-06-09,71.098477,35.244382,46.009997999999996,202.214884,45.601262,86.19566800000001,36.566976000000004,8.29584,46.507001,88.028147,119.277266,79.348285,61.14447,20.829947,43.796078,71.55619300000001
2011-06-10,68.614312,34.320253,44.779999,197.090778,44.959789,84.867349,35.367168,8.384955999999999,45.576482,87.54550400000001,116.03461599999999,77.333156,60.190065000000004,20.354835,42.531153,70.322161
