Date,AMGN,AZN,BMY,BTI,BUD,CELG,JNJ,KO,MA,MO,NVO,PEP,PFE,PM,SNY,UL
2014-11-28,162.05485,35.596035,57.659426,113.29986799999999,113.259064,113.690002,105.134083,43.385782,86.66721,48.210634999999996,44.7582,97.307085,30.14345,82.727336,46.732009999999995,40.918676
2014-12-01,163.133196,35.480854,57.659426,112.27396599999999,112.445856,113.43,104.920414,43.1148,86.835995,48.249005,45.063416,96.889082,30.249896000000003,82.318124,47.157813,40.899255
2014-12-02,165.946678,34.847353000000005,57.844954,112.67665500000001,111.23572,115.199997,105.386601,43.105123999999996,87.064357,48.498405,45.585233,97.588995,30.549878999999997,83.16509599999999,46.886848,41.035197
2014-12-03,164.760512,35.428062,57.639897,113.136876,110.800067,114.230003,104.61934000000001,42.388961,87.68986,49.102714,45.122491,96.204444,30.724063,83.41252800000001,46.557817,40.763313000000004
2014-12-04,163.27043899999998,35.485654,57.50319399999999,112.772539,110.499955,113.629997,104.463942,42.098627,88.136646,48.862908000000004,45.152027000000004,95.64671,30.646648,82.936701,45.241694,40.889547
2014-12-05,165.90747199999998,35.38007,59.22175,112.21644099999999,112.30063799999999,114.129997,105.386601,42.127659,88.44444,48.987608,45.614771999999995,95.65649599999999,30.956307000000002,82.927182,45.241694,41.19056
2014-12-08,168.260207,35.092116,59.241276,110.663203,111.40998,118.190002,105.396308,41.750223999999996,87.41185899999999,48.853317,45.171718,95.676063,30.936953000000003,82.594105,45.183628999999996,41.035197
2014-12-09,166.05451200000002,34.568995,58.557763,109.493482,110.015901,118.68,104.939843,40.685662,87.21328100000001,48.632696,45.339092,95.040047,30.917601,82.375221,44.74815,40.607951
2014-12-10,162.133277,35.336875,57.884009,107.882719,109.71578899999999,115.639999,103.181938,40.259834999999995,85.71406,47.951646999999994,45.07326,94.11049200000001,30.830509000000003,81.46163299999999,44.380409,40.326355
2014-12-11,162.80969199999998,35.322478000000004,58.274591,105.782981,109.0962,116.739998,103.648124,40.19209,87.064357,48.162673999999996,44.915729999999996,94.218125,30.627294,81.813748,44.719116,40.248675
2014-12-12,161.290211,34.458615,57.366492,102.264234,106.811462,114.489998,101.42404,39.592065000000005,83.529752,47.625510999999996,43.79333,92.701474,29.949914,80.33868100000001,43.702993,39.122295
2014-12-15,156.457295,33.469967,57.171201,100.691816,105.717495,111.879997,100.967567,39.263018,84.006331,47.491215999999994,42.966297,92.114385,29.862821999999998,78.46392,42.967515,38.481424
